days_alive,work_days,spec_days,rest_days,final_cash,final_happiness,final_health,final_reward
282,84,39,159,-5058.965474234422,100.0,100.0,7.0
199,76,30,93,-5017.807921231435,100.0,100.0,7.0
166,49,27,90,-5344.400236128972,92.0,98.5,6.76
216,61,49,106,-5394.478663233516,78.0,98.0,6.34
232,97,40,95,-5360.764244653863,83.0,96.0,6.49
236,79,51,106,-5457.566237106218,72.0,96.5,6.16
288,122,51,115,-5464.0680455309885,95.0,99.5,6.85
326,120,62,144,-5590.156117526566,95.0,99.5,6.85
252,78,52,122,-5154.72597370915,95.0,99.5,6.85
165,46,39,80,-5501.790959863865,90.0,99.0,6.7
263,98,44,121,-5657.0775826342415,89.0,97.5,6.67
212,71,40,101,-5067.497803885889,100.0,100.0,7.0
397,177,37,183,-5019.730125414104,87.0,100.0,6.609999999999999
492,216,49,227,-5017.9692998055625,85.0,96.0,6.55
143,37,19,87,-5037.44448113933,93.0,99.5,6.79
256,72,23,161,-5013.954306952639,85.0,96.5,6.55
193,37,15,141,-5081.246863348304,100.0,100.0,7.0
176,41,18,117,-5370.771864065934,95.0,99.5,6.85
293,103,18,172,-5060.723011497326,98.0,100.0,6.9399999999999995
249,49,24,176,-5017.868119886145,100.0,100.0,7.0
324,102,11,211,-5038.131536709945,97.0,100.0,6.91
300,89,24,187,-5071.329130454059,100.0,100.0,7.0
311,127,23,161,-5066.506338992038,86.0,99.5,6.58
239,73,20,146,-5053.546691204522,100.0,100.0,7.0
244,67,10,167,-5032.642143302035,100.0,100.0,7.0
186,38,16,132,-5073.745864815004,100.0,100.0,7.0
161,48,27,86,-5024.317796469169,96.0,96.5,6.88
290,89,44,157,-5108.472559870719,95.0,99.5,6.85
179,40,26,113,-5307.506936910293,55.0,91.5,5.65
162,66,26,70,-5038.862600361741,67.0,86.5,6.01
168,56,15,97,-1116.0429919954372,-2.0,68.5,3.94
264,87,23,154,-5339.712756080533,29.0,80.0,4.87
244,54,21,169,-5631.442411190995,42.0,77.5,5.26
211,37,15,159,-5295.867594498875,78.0,94.5,6.34
269,95,20,154,-2814.2518606242825,-2.0,43.0,3.94
209,58,12,139,-3340.861024230281,-1.0,65.5,3.97
209,61,9,139,-2083.3828410952688,-3.0,59.5,3.91
298,118,4,176,-3774.996650139269,0.0,79.5,4.0
345,141,7,197,-5063.857159679743,76.0,95.0,6.28
265,67,4,194,-5007.171629535246,92.0,98.0,6.76
204,34,3,167,-5040.689909222927,100.0,100.0,7.0
241,72,2,167,-2312.7574875151035,-2.0,68.0,3.94
191,60,3,128,-106.82951721084576,-1.0,67.5,3.97
181,56,4,121,-424.8556197992229,0.0,64.0,4.0
196,55,6,135,-1917.3355941779892,-2.0,70.5,3.94
180,53,3,124,-1143.646578265309,0.0,70.0,4.0
168,44,7,117,-277.64270226218684,0.0,64.0,4.0
260,96,8,156,-769.5015691950332,-1.0,65.0,3.97
198,53,3,142,-1398.6728736439031,-1.0,71.0,3.97
195,53,5,137,-1352.9523671824509,-2.0,71.5,3.94
257,86,7,164,-809.2471456817822,-2.0,70.0,3.94
184,64,6,114,-1295.9156063575317,-2.0,69.5,3.94
168,41,6,121,-2300.044086626807,-2.0,69.5,3.94
259,77,12,170,-556.7748509061173,-2.0,62.5,3.94
179,45,6,128,-1568.839220305391,-2.0,66.0,3.94
180,44,5,131,-1059.6671203037874,-1.0,70.0,3.97
257,77,7,173,-498.46582945619696,-1.0,68.5,3.97
225,63,6,156,166.80575840867579,0.0,65.0,5.536842133162027
171,41,6,124,-1329.2232642782578,-1.0,69.0,3.97
195,53,8,134,-1041.4692738178944,-1.0,65.5,3.97
181,47,9,125,-2449.243725706601,-2.0,67.0,3.94
166,47,3,116,-638.9351375752306,-1.0,68.5,3.97
160,42,6,112,-353.9002361467681,-1.0,68.5,3.97
194,52,5,137,-157.63475066091655,-2.0,67.5,3.94
199,54,10,135,-1466.2945908371423,-1.0,67.5,3.97
309,133,22,154,-2408.888481659599,0.0,52.0,4.0
203,51,8,144,-1884.737431517207,-2.0,66.0,3.94
192,54,4,134,-296.983561259404,-1.0,64.0,3.97
186,54,9,123,-2155.42684947721,-1.0,65.5,3.97
220,64,26,130,-5029.5404389646355,22.0,51.0,4.66
218,51,32,135,-5569.761163838557,90.0,70.0,6.7
185,29,15,141,-5148.5949146750645,83.0,95.5,6.49
261,34,64,163,-5488.789734346255,86.0,97.0,6.58
191,15,31,145,-5046.932090281991,95.0,98.0,6.85
183,13,20,150,-5306.614923319597,92.0,99.0,6.76
167,8,14,145,-5107.225139724165,90.0,97.5,6.7
240,25,68,147,-5161.297983054399,85.0,80.5,6.55
155,15,10,130,-5458.6151216144135,78.0,95.0,6.34
162,17,14,131,-5029.314735508742,77.0,90.0,6.3100000000000005
173,12,31,130,-5131.84932794398,85.0,90.0,6.55
207,16,62,129,-5146.886261436265,85.0,81.5,6.55
157,11,26,120,-5220.92750449732,85.0,90.5,6.55
179,22,15,142,-5366.930401851471,64.0,96.5,5.92
158,8,27,123,-5092.334335104412,75.0,88.5,6.25
169,12,16,141,-5070.426825227508,85.0,94.5,6.55
161,7,18,136,-5132.113456805808,80.0,90.5,6.4
155,7,10,138,-5054.301113017055,85.0,95.5,6.55
179,5,49,125,-5712.915858201247,75.0,75.5,6.25
185,3,32,150,-5276.79225866121,90.0,85.5,6.7
178,4,13,161,-5689.020165748193,65.0,96.5,5.95
167,2,29,136,-5430.918054972379,75.0,86.5,6.25
182,7,45,130,-5364.39740776193,90.0,77.0,6.7
185,6,48,131,-5405.051868138183,85.0,75.0,6.55
159,12,11,136,-5570.631643135616,77.0,95.0,6.3100000000000005
262,19,57,186,-5737.771510439629,85.0,91.5,6.55
174,11,19,144,-5276.5268177706985,80.0,91.5,6.4
180,10,15,155,-5455.014789985469,80.0,94.5,6.4
171,13,13,145,-5436.154274279732,85.0,94.0,6.55
146,4,11,131,-5337.512280375536,87.0,93.5,6.609999999999999
147,4,11,132,-5412.836653622461,85.0,93.5,6.55
231,55,19,157,-5442.411505266477,60.0,86.5,5.8
197,34,18,145,-5331.474945994648,95.0,89.0,6.85
277,70,42,165,-5739.998457239478,85.0,66.5,6.55
164,9,23,132,-5090.021551999108,90.0,84.5,6.7
185,49,5,131,-966.8126640689859,-2.0,63.0,3.94
187,44,2,141,-1913.099959146764,-2.0,71.0,3.94
179,41,0,138,-169.15851292059136,-2.0,67.0,3.94
204,53,7,144,-3493.0837427138467,-2.0,67.5,3.94
228,72,1,155,-502.7712175716165,0.0,71.0,4.0
250,93,5,152,-580.9605755253073,0.0,66.0,4.0
224,66,11,147,-597.2975494103224,-1.0,49.0,3.97
184,22,21,141,-5211.496758613857,90.0,76.0,6.7
208,56,14,138,-1222.2259645413485,0.0,44.0,4.0
236,66,4,166,-1438.2306831159744,-1.0,72.5,3.97
185,55,5,125,-366.0115243693736,0.0,70.0,4.0
195,48,8,139,-361.8899200995191,-1.0,69.0,3.97
209,79,5,125,-1119.9724474339687,-2.0,75.0,3.94
273,103,5,165,-1459.025251297709,-2.0,72.5,3.94
241,46,9,186,-5076.224247242565,100.0,100.0,7.0
251,65,7,179,-5006.174266911605,96.0,99.0,6.88
220,59,8,153,-5043.033484533274,100.0,100.0,7.0
267,79,8,180,-5616.492177100632,92.0,99.5,6.76
227,84,9,134,-2554.217464033924,-2.0,66.5,3.94
184,68,5,111,-192.1163442961354,-1.0,68.5,3.97
202,58,4,140,-718.0128267219683,-1.0,68.0,3.97
213,49,9,155,-1183.9585312271404,-1.0,70.5,3.97
252,82,8,162,-1573.0257395815931,-1.0,68.0,3.97
246,80,3,163,-1373.7806743291917,0.0,74.0,4.0
255,110,11,134,-2375.042388092538,0.0,77.0,4.0
300,102,2,196,-2894.7997182977174,-2.0,77.0,3.94
240,65,3,172,-1165.3957181574763,-2.0,69.0,3.94
168,49,7,112,-1014.6171487187203,-2.0,70.5,3.94
166,43,5,118,-17.98222410000117,-1.0,68.0,3.97
181,53,3,125,-34.48718430167637,-1.0,69.0,3.97
194,37,12,145,-554.3988950333985,-1.0,68.5,3.97
182,49,6,127,-213.3209349866821,-1.0,69.0,3.97
177,47,4,126,-1019.1712093502274,0.0,70.5,4.0
231,65,3,163,-425.19240757795626,0.0,71.0,4.0
186,50,2,134,-19.90030457667518,-2.0,69.0,3.94
178,55,7,116,2.3781128659086312,0.0,66.5,4.365195168963563
219,62,4,153,-467.6843406993418,0.0,72.0,4.0
157,45,4,108,-824.6422148601855,0.0,70.5,4.0
245,79,5,161,-342.41234428034,-2.0,70.5,3.94
166,42,4,120,-632.244184163285,-2.0,68.5,3.94
190,45,2,143,-847.4890478228435,0.0,70.5,4.0
186,60,2,124,-232.8669696184168,-1.0,71.0,3.97
220,60,3,157,-1258.9037203447933,-2.0,71.5,3.94
211,61,1,149,-1462.4000092424237,0.0,73.5,4.0
241,85,3,153,-435.67675755659764,-2.0,70.5,3.94
282,111,5,166,-1342.4164226263733,-2.0,71.5,3.94
180,48,5,127,-1878.199664618039,0.0,72.0,4.0
178,52,2,124,-392.97752880332797,-2.0,69.0,3.94
243,79,4,160,-701.8846330686295,-1.0,72.0,3.97
171,1,2,168,-5003.827192108798,100.0,100.0,7.0
212,1,6,205,-5062.352940116377,100.0,100.0,7.0
183,0,4,179,-5053.022119007554,100.0,100.0,7.0
198,3,1,194,-5064.034762126343,100.0,100.0,7.0
192,3,0,189,-5079.953991150047,100.0,100.0,7.0
181,1,1,179,-5078.46779985642,95.0,99.5,6.85
194,2,3,189,-5046.82896519049,100.0,100.0,7.0
201,6,1,194,-5014.922131603449,100.0,100.0,7.0
218,25,0,193,-5001.138944145981,100.0,100.0,7.0
205,19,3,183,-5447.147845230945,84.0,96.5,6.52
206,22,1,183,-5040.256306105094,100.0,100.0,7.0
203,18,3,182,-5359.4319876649215,92.0,98.5,6.76
234,49,5,180,-5001.028151661734,99.0,100.0,6.97
208,40,5,163,-5059.119683947244,79.0,95.0,6.37
207,18,2,187,-5007.3125685270115,100.0,100.0,7.0
214,18,3,193,-5078.994127819511,100.0,100.0,7.0
216,32,2,182,-5547.416391760403,92.0,98.5,6.76
206,27,6,173,-5640.956154505003,95.0,99.5,6.85
187,1,2,184,-5073.431016551231,100.0,100.0,7.0
193,4,0,189,-5064.463838573127,100.0,100.0,7.0
196,7,0,189,-5002.0620241247325,100.0,100.0,7.0
195,6,0,189,-5030.219842710559,100.0,100.0,7.0
208,16,0,192,-5082.377192790267,100.0,100.0,7.0
266,64,0,202,-5014.021716291661,92.0,98.0,6.76
223,67,0,156,-1122.0776812358336,0.0,73.0,4.0
218,71,1,146,-1022.2076725875365,0.0,74.0,4.0
245,86,2,157,-1198.519456308754,0.0,72.5,4.0
248,82,0,166,-1652.9375401993593,-1.0,74.0,3.97
229,75,1,153,-1528.2439473783804,0.0,73.0,4.0
237,77,0,160,-1246.0163506784017,-2.0,74.0,3.94
260,58,0,202,-5047.854959706954,100.0,100.0,7.0
194,5,0,189,-5047.251176601451,100.0,100.0,7.0
216,23,0,193,-5035.267711360672,100.0,100.0,7.0
221,22,1,198,-5036.730431013593,100.0,100.0,7.0
250,51,0,199,-5011.360530881778,100.0,100.0,7.0
229,34,0,195,-5002.796423416207,92.0,98.0,6.76
234,38,0,196,-5001.6109141825555,100.0,100.0,7.0
276,86,2,188,-5038.757843514403,100.0,100.0,7.0
341,134,0,207,-4122.463563226877,0.0,79.0,4.0
268,60,1,207,-5064.574571496022,100.0,100.0,7.0
276,79,1,196,-5000.89829857418,98.0,100.0,6.9399999999999995
250,53,2,195,-5025.491742274085,91.0,98.0,6.73
220,21,1,198,-5050.32210899637,100.0,100.0,7.0
264,52,2,210,-5038.403134292178,100.0,100.0,7.0
268,55,2,211,-5044.254961411036,100.0,100.0,7.0
266,80,4,182,-5047.656884935373,100.0,100.0,7.0
227,41,3,183,-5054.093229420796,100.0,100.0,7.0
246,62,2,182,-5004.446099117035,100.0,100.0,7.0
225,40,3,182,-5000.269945680385,100.0,100.0,7.0
249,64,2,183,-5071.8782691130955,100.0,100.0,7.0
329,122,1,206,-5062.63875660597,78.0,99.0,6.34
362,144,2,216,-5005.944189748565,69.0,99.0,6.07
240,50,1,189,-5003.069625975907,100.0,100.0,7.0
345,125,3,217,-5053.425661563431,58.0,100.0,5.74
296,117,4,175,-5002.591095969718,100.0,100.0,7.0
300,108,4,188,-5038.580719035019,71.0,97.0,6.13
267,72,1,194,-5009.5096924550835,100.0,100.0,7.0
272,76,1,195,-5015.945795607705,100.0,100.0,7.0
238,43,2,193,-5023.76510981178,100.0,100.0,7.0
248,46,3,199,-5026.759332460554,100.0,100.0,7.0
236,75,5,156,-5044.798268018488,100.0,100.0,7.0
336,118,3,215,-5013.086394186456,82.0,95.0,6.46
248,41,4,203,-5016.014645919562,100.0,100.0,7.0
271,67,5,199,-5026.922689764883,100.0,100.0,7.0
230,53,6,171,-5032.634938152081,100.0,100.0,7.0
233,36,5,192,-5028.726510061418,100.0,100.0,7.0
210,20,2,188,-5022.82340060946,93.0,99.0,6.79
194,7,2,185,-5048.079128031415,100.0,100.0,7.0
208,13,3,192,-5075.256006357938,100.0,100.0,7.0
247,35,5,207,-5060.866840612389,100.0,100.0,7.0
231,32,3,196,-5044.617990360441,100.0,100.0,7.0
181,11,4,166,-5013.253017020274,100.0,100.0,7.0
243,40,1,202,-5019.227582045429,100.0,100.0,7.0
204,13,0,191,-5058.344434481846,100.0,100.0,7.0
203,21,3,179,-5074.493165148041,100.0,100.0,7.0
250,55,4,191,-5011.744442191425,100.0,100.0,7.0
260,51,4,205,-5010.6395575983015,100.0,100.0,7.0
288,86,4,198,-5032.50248435799,98.0,100.0,6.9399999999999995
279,51,7,221,-5016.379196379303,96.0,99.0,6.88
229,57,5,167,-5045.1868099584535,100.0,100.0,7.0
265,55,4,206,-5053.973166401961,100.0,100.0,7.0
276,101,4,171,-5005.931440268918,90.0,98.0,6.7
242,50,6,186,-5070.123292729298,100.0,100.0,7.0
194,43,7,144,-5032.670813246712,100.0,100.0,7.0
216,13,9,194,-5069.232805904095,100.0,100.0,7.0
239,40,10,189,-5020.759119010829,100.0,100.0,7.0
194,40,10,144,-5002.7973834701115,100.0,100.0,7.0
259,59,7,193,-5033.714359810366,100.0,100.0,7.0
364,156,7,201,-5067.844013173527,69.0,100.0,6.07
288,89,1,198,-5003.174515591253,100.0,100.0,7.0
291,80,8,203,-5005.497364291856,95.0,100.0,6.85
364,148,4,212,-5032.335494096474,39.0,94.0,5.17
247,56,8,183,-5066.752180925052,100.0,100.0,7.0
135,3,15,117,-5042.934464770572,100.0,100.0,7.0
144,2,7,135,-5060.530110529358,100.0,100.0,7.0
217,0,19,198,-5060.320139973468,100.0,100.0,7.0
204,6,11,187,-5039.384053217293,100.0,100.0,7.0
202,3,4,195,-5066.646818345612,100.0,100.0,7.0
185,0,2,183,-5008.243542309117,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5035.891389664634,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
180,1,1,178,-5016.108813508399,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5039.130346528117,100.0,100.0,7.0
189,1,0,188,-5036.743592148545,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
194,0,1,193,-5034.339394042134,100.0,100.0,7.0
189,1,0,188,-5037.153818421466,100.0,100.0,7.0
189,1,0,188,-5037.9185850031745,100.0,100.0,7.0
189,1,0,188,-5037.358317191724,100.0,100.0,7.0
189,1,0,188,-5037.613366315639,100.0,100.0,7.0
189,1,0,188,-5037.76609008779,100.0,100.0,7.0
189,1,0,188,-5039.431022228555,100.0,100.0,7.0
189,1,0,188,-5035.361746385579,100.0,100.0,7.0
182,2,1,179,-5081.902217151283,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5017.650389943426,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5035.559380231326,100.0,100.0,7.0
189,1,0,188,-5036.846302564393,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
179,0,1,178,-5037.112121008174,100.0,100.0,7.0
181,2,1,178,-5003.482036665582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5017.846113518478,100.0,100.0,7.0
189,1,0,188,-5035.382567634853,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5017.416428827804,100.0,100.0,7.0
192,3,0,189,-5080.75576067488,100.0,100.0,7.0
190,2,0,188,-5014.389557872079,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
192,3,0,189,-5079.545145919309,100.0,100.0,7.0
192,3,0,189,-5077.914955740883,100.0,100.0,7.0
195,1,1,193,-5029.980280086318,100.0,100.0,7.0
195,1,1,193,-5011.798126534292,100.0,100.0,7.0
189,1,0,188,-5039.180521790835,100.0,100.0,7.0
180,1,1,178,-5015.630995818098,100.0,100.0,7.0
189,1,0,188,-5039.330897178549,100.0,100.0,7.0
190,2,0,188,-5018.7588196647475,100.0,100.0,7.0
189,1,0,188,-5035.184597542661,100.0,100.0,7.0
183,3,1,179,-5064.40677619688,100.0,100.0,7.0
190,2,0,188,-5016.475814059698,100.0,100.0,7.0
189,1,0,188,-5036.948910346812,100.0,100.0,7.0
189,1,0,188,-5037.562407475179,100.0,100.0,7.0
189,1,0,188,-5035.870670184856,100.0,100.0,7.0
181,1,1,179,-5082.53951514306,100.0,100.0,7.0
199,4,1,194,-5050.341319003436,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5019.878368021763,100.0,100.0,7.0
190,2,0,188,-5018.559710773415,100.0,100.0,7.0
196,2,1,193,-5006.669910633528,100.0,100.0,7.0
189,1,0,188,-5039.380972216054,100.0,100.0,7.0
193,4,0,189,-5063.9668169499855,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5017.130258448931,100.0,100.0,7.0
189,1,0,188,-5035.673628322635,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
193,4,0,189,-5066.5936952805105,100.0,100.0,7.0
190,2,0,188,-5018.340707590796,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5035.632098101369,100.0,100.0,7.0
180,1,1,178,-5020.310637323899,100.0,100.0,7.0
189,1,0,188,-5038.273518399325,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
180,1,1,178,-5024.98239239582,100.0,100.0,7.0
190,2,0,188,-5016.829632736006,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5016.602274740422,100.0,100.0,7.0
189,1,0,188,-5035.465811004022,100.0,100.0,7.0
189,1,0,188,-5037.358317191724,100.0,100.0,7.0
189,1,0,188,-5039.330897178549,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5038.425252932753,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5035.953523247641,100.0,100.0,7.0
179,0,1,178,-5018.85693173565,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5038.07085140474,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5037.76609008779,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5038.07085140474,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5038.526282948224,100.0,100.0,7.0
194,0,1,193,-5034.442960368026,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
189,1,0,188,-5038.324121862009,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
195,1,1,193,-5031.141883540508,100.0,100.0,7.0
180,1,1,178,-5020.144734298208,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5013.505212380243,100.0,100.0,7.0
184,1,1,182,-5326.547235519497,95.0,99.5,6.85
190,2,0,188,-5016.634863670937,100.0,100.0,7.0
188,0,0,188,-5056.962565945582,100.0,100.0,7.0
190,2,0,188,-5018.261249884233,100.0,100.0,7.0
190,2,0,188,-5018.44646869006,100.0,100.0,7.0
190,4,2,184,-5039.1146903265235,100.0,100.0,7.0
199,9,0,190,-5047.334994123049,100.0,100.0,7.0
203,12,0,191,-5069.273486582262,100.0,100.0,7.0
215,22,0,193,-5046.0846190984075,100.0,100.0,7.0
206,15,0,191,-5015.169063518711,100.0,100.0,7.0
216,23,0,193,-5024.948009512066,100.0,100.0,7.0
201,11,0,190,-5013.332370725108,100.0,100.0,7.0
194,5,0,189,-5043.755690475043,100.0,100.0,7.0
193,4,0,189,-5058.244210348247,100.0,100.0,7.0
190,2,0,188,-5019.615634317089,100.0,100.0,7.0
196,2,1,193,-5002.102601742362,100.0,100.0,7.0
190,2,0,188,-5019.262457443764,100.0,100.0,7.0
