days_alive,work_days,spec_days,rest_days,final_cash,final_happiness,final_health,final_reward
2027,6,9,2012,-50033.150647520975,100,100.0,7.0
2281,7,9,2265,-50026.06922859262,100,100.0,7.0
1889,5,11,1873,-50002.14319081024,100,100.0,7.0
2014,9,15,1990,-50023.75164640072,100,100.0,7.0
2007,3,16,1988,-50044.145787009686,100,100.0,7.0
2006,5,13,1988,-50010.78228470722,100,100.0,7.0
2020,5,16,1999,-50038.751738164676,100,100.0,7.0
1961,3,7,1951,-50031.76089016162,100,100.0,7.0
2006,6,13,1987,-50025.20070236363,100,100.0,7.0
2084,13,17,2054,-50035.83295294319,100,100.0,7.0
2033,3,5,2025,-50017.04898092912,100,100.0,7.0
2113,6,5,2102,-50040.550458398044,100,100.0,7.0
2024,0,10,2014,-50006.62958265253,100,100.0,7.0
2043,3,15,2025,-50010.459381858214,100,100.0,7.0
2151,4,7,2140,-50036.41011123767,100,100.0,7.0
2249,4,18,2227,-50018.70550254087,100,100.0,7.0
2167,7,7,2153,-50004.27272709465,100,100.0,7.0
2226,6,12,2208,-50029.95365654789,100,100.0,7.0
2167,6,12,2149,-50023.2155614456,100,100.0,7.0
2047,4,10,2033,-50003.33312532659,100,100.0,7.0
2091,0,3,2088,-50032.521495519955,100,100.0,7.0
2136,2,2,2132,-50042.82278035151,100,100.0,7.0
2202,5,4,2193,-50033.59599136311,100,100.0,7.0
2111,2,1,2108,-50032.99003988356,100,100.0,7.0
2106,1,1,2104,-50040.824136571144,100,100.0,7.0
2065,0,2,2063,-50020.39655825897,100,100.0,7.0
2170,2,1,2167,-50010.46360533405,100,100.0,7.0
2159,6,7,2146,-50013.57889269741,100,100.0,7.0
2116,5,3,2108,-50026.222561213064,100,100.0,7.0
2105,1,1,2103,-50009.45904540817,100,100.0,7.0
2242,7,10,2225,-50031.99552561989,100,100.0,7.0
2125,2,4,2119,-50014.663957619814,100,100.0,7.0
2097,1,3,2093,-50009.93776474458,100,100.0,7.0
2180,1,4,2175,-50001.27119772211,100,100.0,7.0
2156,3,5,2148,-50037.30756329606,100,100.0,7.0
1956,0,5,1951,-50042.815954280835,100,100.0,7.0
2326,5,9,2312,-50026.88568799798,100,100.0,7.0
2100,0,1,2099,-50004.718905477384,100,100.0,7.0
2212,4,7,2201,-50016.79248929493,100,100.0,7.0
2078,0,5,2073,-50034.45762478769,100,100.0,7.0
2157,1,3,2153,-50001.45526285505,100,100.0,7.0
2201,5,4,2192,-50011.859399143475,100,100.0,7.0
2090,0,3,2087,-50014.61069074483,100,100.0,7.0
2119,1,4,2114,-50029.15989548596,100,100.0,7.0
2157,1,3,2153,-50025.26236069816,100,100.0,7.0
2180,6,3,2171,-50027.6559233517,100,100.0,7.0
2085,1,5,2079,-50038.84056302896,100,100.0,7.0
2167,5,5,2157,-50007.79906441188,100,100.0,7.0
2102,2,3,2097,-50021.33364219146,100,100.0,7.0
2086,5,9,2072,-50019.059776961825,100,100.0,7.0
2153,20,28,2105,-50006.80316156479,100,100.0,7.0
2044,1,8,2035,-50030.84976542841,100,100.0,7.0
2164,13,13,2138,-50028.24311947589,100,100.0,7.0
2049,5,10,2034,-50002.280270753516,100,100.0,7.0
2060,5,8,2047,-50039.63590374909,100,100.0,7.0
2188,6,8,2174,-50032.35856848553,100,100.0,7.0
2025,5,9,2011,-50040.723592606024,100,100.0,7.0
2113,9,14,2090,-50019.42260126429,100,100.0,7.0
2116,7,17,2092,-50023.21448397419,100,100.0,7.0
2170,7,12,2151,-50009.71714076325,100,100.0,7.0
2062,5,8,2049,-50036.71876247757,100,100.0,7.0
2096,3,5,2088,-50023.06087311351,100,100.0,7.0
1993,2,6,1985,-50005.44737649388,100,100.0,7.0
2202,17,16,2169,-50005.337012444856,100,100.0,7.0
2047,4,10,2033,-50014.668210177835,100,100.0,7.0
2081,3,2,2076,-50026.25397879614,100,100.0,7.0
2075,4,4,2067,-50014.30340358275,100,100.0,7.0
2131,0,7,2124,-50008.70368325099,100,100.0,7.0
2122,5,8,2109,-50003.16123505746,100,100.0,7.0
2113,8,7,2098,-50020.10710792977,100,100.0,7.0
2082,5,4,2073,-50038.582450773545,100,100.0,7.0
1970,2,5,1963,-50034.08151497823,100,100.0,7.0
2129,7,8,2114,-50042.39228887743,100,100.0,7.0
2121,3,6,2112,-50008.178387304826,100,100.0,7.0
2147,8,6,2133,-50009.9981067542,100,100.0,7.0
2196,14,14,2168,-50022.22957492786,100,100.0,7.0
2075,2,2,2071,-50006.68426623076,100,100.0,7.0
2104,5,5,2094,-50012.51939096701,100,100.0,7.0
2090,0,3,2087,-50009.3793239397,100,100.0,7.0
2062,3,11,2048,-50007.000214450054,100,100.0,7.0
2145,7,11,2127,-50003.51004501978,100,100.0,7.0
2077,2,2,2073,-50028.04362942435,100,100.0,7.0
2090,2,5,2083,-50018.05080099834,100,100.0,7.0
2343,18,19,2306,-50041.867840010964,100,100.0,7.0
2127,2,4,2121,-50029.28198986152,100,100.0,7.0
2126,2,4,2120,-50037.34133747973,100,100.0,7.0
2125,0,2,2123,-50004.67982887882,100,100.0,7.0
2301,9,12,2280,-50032.98817266242,100,100.0,7.0
2059,3,6,2050,-50037.25698851243,100,100.0,7.0
2205,13,17,2175,-50017.793948722734,100,100.0,7.0
2110,2,1,2107,-50007.957412767966,100,100.0,7.0
2105,1,1,2103,-50010.18429583053,100,100.0,7.0
2166,7,7,2152,-50029.44436616444,100,100.0,7.0
2132,3,4,2125,-50018.28282381279,100,100.0,7.0
2126,0,2,2124,-50007.24557610187,100,100.0,7.0
2189,10,5,2174,-50013.85402249619,100,100.0,7.0
2130,8,3,2119,-50014.23762069818,100,100.0,7.0
2076,2,2,2072,-50017.23850812447,100,100.0,7.0
2160,8,9,2143,-50021.92498320917,100,100.0,7.0
2131,8,3,2120,-50026.13884058984,100,100.0,7.0
2211,8,11,2192,-50010.7539875853,100,100.0,7.0
2182,10,7,2165,-50013.37698398054,100,100.0,7.0
2045,3,3,2039,-50025.69002928892,100,100.0,7.0
2309,23,19,2267,-50017.29958590358,100,100.0,7.0
2056,5,3,2048,-50037.689375987145,100,100.0,7.0
2126,2,4,2120,-50005.884889578905,100,100.0,7.0
2190,3,4,2183,-50028.604622641826,100,100.0,7.0
2127,2,4,2121,-50004.838945536954,100,100.0,7.0
2127,2,4,2121,-50036.80880265734,100,100.0,7.0
2037,4,5,2028,-50026.23485941003,100,100.0,7.0
2154,7,4,2143,-50044.84253781478,100,100.0,7.0
2298,13,11,2274,-50044.0804293795,100,100.0,7.0
2074,2,2,2070,-50016.74029429155,100,100.0,7.0
2031,4,7,2020,-50023.85145777175,100,100.0,7.0
2118,5,3,2110,-50031.60806203212,100,100.0,7.0
2176,6,10,2160,-50016.81164171392,100,100.0,7.0
2217,5,7,2205,-50037.046283903794,100,100.0,7.0
2131,9,10,2112,-50028.6759529467,100,100.0,7.0
2047,2,8,2037,-50004.32830679202,100,100.0,7.0
2085,10,8,2067,-50011.690204375845,100,100.0,7.0
2138,5,11,2122,-50037.85779278244,100,100.0,7.0
2155,5,7,2143,-50015.725786627416,100,100.0,7.0
2009,0,7,2002,-50044.95381376002,100,100.0,7.0
2226,19,7,2200,-50013.64165293546,100,100.0,7.0
2020,5,4,2011,-50025.67123816542,100,100.0,7.0
2109,5,5,2099,-50020.57093240025,100,100.0,7.0
2177,6,10,2161,-50042.49059041706,100,100.0,7.0
2101,4,5,2092,-50037.75074697029,100,100.0,7.0
2186,10,12,2164,-50029.1551593017,100,100.0,7.0
2059,3,6,2050,-50006.31441940194,100,100.0,7.0
2028,0,3,2025,-50029.921827604376,100,100.0,7.0
2081,3,2,2076,-50026.304280982,100,100.0,7.0
2125,6,8,2111,-50009.135013081876,100,100.0,7.0
2201,7,6,2188,-50018.457950199816,100,100.0,7.0
2617,36,36,2545,-50022.525704893626,100,100.0,7.0
2045,3,3,2039,-50024.010250979176,100,100.0,7.0
2050,1,6,2043,-50022.58217263712,100,100.0,7.0
2172,3,8,2161,-50002.68181993221,100,100.0,7.0
2100,4,5,2091,-50036.77649256888,100,100.0,7.0
2131,8,3,2120,-50028.51457516832,100,100.0,7.0
2062,1,4,2057,-50036.51308765701,100,100.0,7.0
2110,4,3,2103,-50039.19508018685,100,100.0,7.0
2100,2,3,2095,-50009.17476479906,100,100.0,7.0
2151,0,3,2148,-50036.23608462272,100,100.0,7.0
2005,2,4,1999,-50023.172294917116,100,100.0,7.0
2244,17,13,2214,-50013.17175666674,100,100.0,7.0
2137,2,2,2133,-50030.9014554952,100,100.0,7.0
2105,3,3,2099,-50024.025668873495,100,100.0,7.0
2076,4,4,2068,-50038.150507508464,100,100.0,7.0
2191,3,4,2184,-50041.087695959344,100,100.0,7.0
2076,2,2,2072,-50006.64518253612,100,100.0,7.0
2100,0,1,2099,-50002.41371656318,100,100.0,7.0
2100,2,3,2095,-50029.2085393557,100,100.0,7.0
2131,1,2,2128,-50018.472935010774,100,100.0,7.0
2140,3,2,2135,-50011.28867592355,100,100.0,7.0
2100,0,1,2099,-50009.53972329276,100,100.0,7.0
2065,0,2,2063,-50027.49706508953,100,100.0,7.0
2246,4,6,2236,-50036.53754448349,100,100.0,7.0
2131,1,2,2128,-50013.41411962986,100,100.0,7.0
2191,5,6,2180,-50021.780056316864,100,100.0,7.0
2105,3,3,2099,-50040.61686781211,100,100.0,7.0
2156,6,2,2148,-50006.65548616082,100,100.0,7.0
2106,3,3,2100,-50037.33314564031,100,100.0,7.0
2135,6,6,2123,-50041.49810130179,100,100.0,7.0
2141,5,4,2132,-50033.29482526888,100,100.0,7.0
2110,2,1,2107,-50001.338462849315,100,100.0,7.0
2253,11,12,2230,-50034.40028618231,100,100.0,7.0
2178,2,6,2170,-50042.39161349877,100,100.0,7.0
2116,5,3,2108,-50044.236312675705,100,100.0,7.0
2301,16,13,2272,-50044.815665787006,100,100.0,7.0
2148,13,10,2125,-50039.77568124187,100,100.0,7.0
2246,20,10,2216,-50019.07082183171,100,100.0,7.0
2130,1,2,2127,-50004.52821767567,100,100.0,7.0
2136,2,2,2132,-50011.709710679235,100,100.0,7.0
2126,2,4,2120,-50043.539882232704,100,100.0,7.0
2253,12,7,2234,-50039.41409816794,100,100.0,7.0
2297,20,12,2265,-50017.036184527875,100,100.0,7.0
2401,34,23,2344,-50017.284685155,100,100.0,7.0
2185,6,8,2171,-50021.99191250885,100,100.0,7.0
2095,1,3,2091,-50003.0085284847,100,100.0,7.0
