days_alive,work_days,spec_days,rest_days,final_cash,final_happiness,final_health,final_reward
413,143,131,139,-5604.691859927312,88.0,99.5,6.640000000000001
220,70,73,77,-5728.341048888628,90.0,99.5,6.7
311,104,88,119,-5647.1457578008485,86.0,99.25,6.58
305,92,98,115,-5151.578798094222,87.0,98.5,6.609999999999999
445,141,142,162,-5425.936309344894,84.0,98.75,6.52
572,198,175,199,-5028.685401886679,78.0,99.25,6.34
290,92,104,94,-5144.234886748916,83.0,99.5,6.49
768,268,229,271,-5019.738165642904,76.0,97.75,6.28
194,66,63,65,-5292.398964293374,87.0,99.75,6.609999999999999
184,59,61,64,-5490.18254104491,95.0,99.75,6.85
602,194,190,218,-5085.139081179256,77.0,96.5,6.3100000000000005
316,94,100,122,-5571.084916198243,95.0,99.75,6.85
294,100,103,91,-5044.220165117192,90.0,98.5,6.7
365,112,122,131,-5500.36981250391,73.0,98.75,6.1899999999999995
190,60,63,67,-5652.426972762263,92.0,99.25,6.76
476,175,143,158,-5389.905904362144,89.0,99.25,6.67
306,109,95,102,-5023.419731877122,100.0,100.0,7.0
454,161,137,156,-5127.058699531143,87.0,97.75,6.609999999999999
502,173,143,186,-5006.162678893136,66.0,98.5,5.98
740,270,215,255,-5314.560891882194,66.0,98.5,5.98
486,158,152,176,-5107.992566543949,83.0,99.75,6.49
430,144,130,156,-5660.792260576077,87.0,98.75,6.609999999999999
368,111,118,139,-5405.540463861084,95.0,99.75,6.85
219,54,84,81,-5477.803311266175,79.0,98.25,6.37
323,97,108,118,-5150.734850902459,76.0,98.25,6.28
298,104,99,95,-5381.847871961063,70.0,98.75,6.1
230,76,69,85,-5044.078462533819,85.0,99.75,6.55
297,98,77,122,-5087.658831761035,89.0,98.5,6.67
277,87,85,105,-5022.356468169538,100.0,100.0,7.0
161,54,51,56,-5098.764630614154,55.0,98.0,5.65
217,72,80,65,-5434.811831816792,95.0,99.75,6.85
459,143,141,175,-5049.431964432998,88.0,99.25,6.640000000000001
578,181,190,207,-5341.505817936599,65.0,97.75,5.95
227,72,77,78,-5002.981870265533,87.0,100.0,6.609999999999999
253,74,93,86,-5116.701476746669,86.0,97.5,6.58
474,146,153,175,-5184.1877243933295,95.0,99.75,6.85
727,233,223,271,-5146.20952901714,95.0,99.75,6.85
519,162,170,187,-5292.3492540433745,72.0,99.0,6.16
168,62,61,45,-5634.132159649702,82.0,99.75,6.46
629,199,195,235,-5463.119370183213,75.0,99.75,6.25
303,97,99,107,-5262.269272119454,73.0,96.5,6.1899999999999995
416,125,129,162,-5040.773173300583,82.0,99.75,6.46
271,90,98,83,-5060.570913671775,77.0,99.25,6.3100000000000005
209,60,72,77,-5525.7470045761165,79.0,93.75,6.37
221,60,74,87,-5000.04153404051,95.0,99.75,6.85
244,84,73,87,-5239.724529961578,77.0,98.75,6.3100000000000005
262,78,83,101,-5095.83164436076,78.0,99.75,6.34
356,114,116,126,-5608.204575753611,90.0,99.75,6.7
382,123,117,142,-5192.529406925871,86.0,99.75,6.58
313,110,90,113,-5220.564754052501,82.0,98.75,6.46
285,90,90,105,-5001.785982387084,95.0,99.5,6.85
978,344,315,319,-5158.141273408694,79.0,99.75,6.37
361,106,106,149,-5582.473536161747,84.0,98.25,6.52
495,169,153,173,-5316.0207387162,89.0,98.75,6.67
1163,356,352,455,-5028.8528134136,97.0,100.0,6.91
125,41,39,45,-5007.841733346825,87.0,98.75,6.609999999999999
507,168,146,193,-5525.166114558736,78.0,99.25,6.34
334,117,100,117,-5248.494230210828,92.0,99.25,6.76
408,127,131,150,-5024.7082249529685,87.0,99.75,6.609999999999999
257,70,89,98,-5092.069980548025,95.0,99.75,6.85
508,178,159,171,-5342.947087666269,84.0,99.75,6.52
283,96,76,111,-5340.867236995949,87.0,99.0,6.609999999999999
270,83,89,98,-5574.197255090889,86.0,99.75,6.58
441,149,131,161,-5125.02968934365,76.0,98.75,6.28
227,72,69,86,-5333.868957193858,84.0,99.0,6.52
149,45,39,65,-5525.049621962359,73.0,99.25,6.1899999999999995
388,135,112,141,-5526.129301282813,84.0,99.75,6.52
211,58,70,83,-5676.415269705557,90.0,99.5,6.7
348,99,117,132,-5038.79544685942,70.0,99.0,6.1
371,119,97,155,-5585.792851408287,84.0,99.0,6.52
575,184,168,223,-5366.487069846632,92.0,99.75,6.76
274,84,87,103,-5438.497364494025,67.0,99.75,6.01
461,143,146,172,-5118.825539168412,75.0,96.75,6.25
551,173,166,212,-5435.373564436705,92.0,99.25,6.76
626,208,171,247,-5382.613351502768,92.0,99.25,6.76
179,67,54,58,-5513.260229012844,95.0,99.75,6.85
570,172,182,216,-5120.886078136094,81.0,98.0,6.43
371,117,112,142,-5355.206903744985,95.0,99.75,6.85
527,160,169,198,-5203.855788630423,95.0,98.25,6.85
540,177,138,225,-5207.468490140246,70.0,99.25,6.1
380,129,122,129,-5518.093713781215,77.0,98.5,6.3100000000000005
478,158,151,169,-5068.045936674794,89.0,98.75,6.67
228,60,77,91,-5025.745603694316,82.0,98.75,6.46
529,184,148,197,-5235.977781585536,92.0,99.25,6.76
307,98,99,110,-5325.079190199589,87.0,99.5,6.609999999999999
393,140,114,139,-5562.904852092834,87.0,99.5,6.609999999999999
543,173,182,188,-5218.762688921438,87.0,99.75,6.609999999999999
364,109,127,128,-5647.9479536914005,85.0,99.75,6.55
628,211,173,244,-5658.803510600806,90.0,99.5,6.7
160,58,52,50,-5431.800185177275,83.0,99.5,6.49
209,78,47,84,-5421.661685248327,95.0,99.75,6.85
520,175,147,198,-5094.6773633171815,78.0,97.5,6.34
444,143,130,171,-5081.990786711006,95.0,99.5,6.85
388,126,117,145,-5180.407120853136,79.0,97.0,6.37
265,84,84,97,-5342.761373219929,88.0,99.75,6.640000000000001
279,84,74,121,-5053.375044728847,92.0,99.0,6.76
574,186,180,208,-5003.016549851982,82.0,100.0,6.46
431,130,129,172,-5172.395517716942,89.0,99.75,6.67
268,82,80,106,-5402.795109508444,87.0,99.0,6.609999999999999
291,78,107,106,-5083.2959522715455,79.0,99.25,6.37
812,247,262,303,-5397.454334928328,68.0,99.5,6.04
266,80,92,94,-5381.690433783203,91.0,99.75,6.73
269,87,81,101,-5614.805800069334,90.0,99.5,6.7
444,155,116,173,-5002.439388043674,61.0,97.75,5.83
307,93,91,123,-5078.892526829295,91.0,98.5,6.73
144,45,44,55,-5238.488579686476,71.0,99.25,6.13
439,135,141,163,-5139.0849024408735,95.0,99.75,6.85
612,198,178,236,-5024.219015198857,98.0,100.0,6.9399999999999995
203,79,54,70,-5189.978023085884,81.0,98.25,6.43
430,140,115,175,-5373.796759641016,81.0,99.25,6.43
296,95,87,114,-5170.696714065318,92.0,99.25,6.76
395,127,103,165,-5102.898380762968,95.0,99.75,6.85
731,238,179,314,-5189.907993495494,81.0,99.0,6.43
344,115,99,130,-5179.9868319094285,95.0,99.75,6.85
463,145,140,178,-5565.762380272603,84.0,99.75,6.52
253,84,76,93,-5286.289919417118,70.0,97.75,6.1
742,236,218,288,-5579.420163742629,81.0,98.75,6.43
569,168,163,238,-5669.456052743742,84.0,98.5,6.52
702,243,182,277,-5634.574461008846,92.0,99.25,6.76
343,110,95,138,-5120.25114618387,43.0,99.25,5.29
170,54,49,67,-5296.5818032893385,90.0,99.5,6.7
580,194,155,231,-5199.316145062627,87.0,99.75,6.609999999999999
276,85,83,108,-5128.899923507338,95.0,99.75,6.85
374,136,92,146,-5284.170717704617,95.0,99.75,6.85
320,113,95,112,-5178.701032347605,83.0,99.75,6.49
362,125,96,141,-5191.0193811266945,74.0,98.0,6.22
270,85,92,93,-5058.529147519359,67.0,96.25,6.01
110,38,31,41,-5126.683097171938,76.0,99.75,6.28
446,161,126,159,-5516.325178967111,95.0,99.75,6.85
176,62,53,61,-5099.928816406832,80.0,99.5,6.4
475,168,142,165,-5263.628263246666,86.0,99.75,6.58
447,138,123,186,-5580.22620857806,94.0,99.75,6.82
532,168,143,221,-5631.193808706624,82.0,99.25,6.46
468,164,123,181,-5067.785718445399,72.0,97.75,6.16
549,198,151,200,-5373.991276575319,78.0,98.5,6.34
366,120,95,151,-5182.760153201044,91.0,99.75,6.73
306,97,80,129,-5271.221168050507,95.0,99.75,6.85
433,160,111,162,-5336.6356685389555,92.0,99.25,6.76
590,177,156,257,-5161.855666216788,79.0,99.25,6.37
562,184,137,241,-5655.732860977069,90.0,99.75,6.7
340,113,92,135,-5000.905027884027,94.0,99.75,6.82
495,171,113,211,-5711.6583400223835,84.0,99.25,6.52
364,127,93,144,-5147.619464800007,90.0,99.5,6.7
347,111,83,153,-5236.163356378724,95.0,99.75,6.85
826,296,184,346,-5020.156020950078,100.0,100.0,7.0
349,109,79,161,-5059.131821551559,92.0,98.75,6.76
491,172,108,211,-5716.213079227528,95.0,99.75,6.85
573,186,134,253,-5031.493078302566,81.0,99.0,6.43
362,122,92,148,-5220.648408668932,95.0,99.75,6.85
612,202,163,247,-5165.51816740764,92.0,99.75,6.76
218,74,51,93,-5402.707474186813,92.0,99.25,6.76
891,306,222,363,-5045.822860397005,95.0,99.75,6.85
598,197,134,267,-5294.399183957414,92.0,99.75,6.76
504,159,141,204,-5091.288815299002,82.0,98.75,6.46
460,142,110,208,-5146.919020384101,95.0,99.5,6.85
742,250,178,314,-5039.883352717555,95.0,99.75,6.85
469,163,123,183,-5246.933777779193,95.0,99.75,6.85
302,93,71,138,-5344.140480198048,95.0,99.75,6.85
938,320,234,384,-5037.536801140711,75.0,98.5,6.25
945,354,224,367,-5080.227000966884,86.0,97.75,6.58
264,86,62,116,-5315.421552465271,84.0,98.5,6.52
807,265,197,345,-5080.328325540246,90.0,99.5,6.7
455,163,110,182,-5180.960078303705,91.0,99.75,6.73
357,116,77,164,-5726.928610333345,85.0,99.25,6.55
489,165,115,209,-5099.419099000521,88.0,97.25,6.640000000000001
718,275,171,272,-5522.987902084801,92.0,99.75,6.76
480,170,118,192,-5270.337502505755,86.0,98.25,6.58
444,142,101,201,-5274.404080744927,90.0,98.75,6.7
378,129,81,168,-5716.699271541915,87.0,99.75,6.609999999999999
829,274,191,364,-5265.864484640071,76.0,98.5,6.28
340,104,94,142,-5026.866989840628,100.0,100.0,7.0
393,127,88,178,-5233.863513789772,90.0,99.5,6.7
432,139,94,199,-5093.521984427001,95.0,99.75,6.85
398,134,85,179,-5174.335412544513,78.0,97.5,6.34
352,134,83,135,-5534.162150927937,77.0,99.25,6.3100000000000005
396,135,94,167,-5321.743455080797,87.0,99.75,6.609999999999999
367,124,91,152,-5673.517991710849,91.0,99.75,6.73
271,84,66,121,-5016.3164580477915,75.0,99.0,6.25
732,222,181,329,-5089.460340311722,90.0,99.5,6.7
1146,392,284,470,-5621.963956803114,95.0,99.75,6.85
914,311,206,397,-5267.319147733653,81.0,98.0,6.43
527,181,117,229,-5068.883327390333,87.0,98.75,6.609999999999999
423,136,98,189,-5522.014040025243,91.0,99.75,6.73
515,175,86,254,-5041.228535003889,100.0,100.0,7.0
447,114,98,235,-5076.322439556363,89.0,98.5,6.67
556,142,89,325,-5065.488633713631,92.0,99.25,6.76
307,75,48,184,-5553.2074703572125,79.0,97.75,6.37
947,264,148,535,-5150.542274196751,95.0,99.75,6.85
272,78,52,142,-5463.596725485255,75.0,98.75,6.25
623,195,98,330,-5143.319890537691,95.0,99.75,6.85
441,134,84,223,-5119.672491852443,95.0,99.75,6.85
741,205,126,410,-5490.892768091799,80.0,99.75,6.4
391,105,70,216,-5705.076292395121,75.0,98.75,6.25
288,86,50,152,-5160.288675702074,75.0,96.75,6.25
417,109,69,239,-5673.473730093569,95.0,99.75,6.85
1258,369,195,694,-5023.583096532048,85.0,99.25,6.55
989,270,145,574,-5303.348022977986,95.0,99.75,6.85
296,89,50,157,-5084.485151142409,88.0,99.75,6.640000000000001
279,90,45,144,-5700.491580118604,95.0,99.75,6.85
180,47,30,103,-5096.0887308809615,87.0,99.0,6.609999999999999
1225,354,195,676,-5392.892401664184,95.0,99.75,6.85
385,111,67,207,-5104.039390895887,95.0,99.75,6.85
650,191,108,351,-5336.191806181253,82.0,98.75,6.46
638,206,99,333,-5295.456183442937,84.0,99.75,6.52
617,177,98,342,-5451.914695399349,78.0,98.25,6.34
545,179,83,283,-5128.486768209689,95.0,99.75,6.85
768,253,138,377,-5595.842560830278,85.0,99.25,6.55
525,183,83,259,-5026.474113806882,89.0,99.25,6.67
416,119,63,234,-5168.172886537141,84.0,98.5,6.52
250,68,46,136,-5028.811399980626,92.0,99.25,6.76
598,174,77,347,-5663.442774326472,87.0,99.0,6.609999999999999
501,162,90,249,-5219.06282064499,77.0,97.75,6.3100000000000005
601,196,84,321,-5042.1187801256865,95.0,98.75,6.85
472,158,69,245,-5397.756565325517,95.0,99.75,6.85
842,265,87,490,-5004.609819537887,91.0,100.0,6.73
945,280,143,522,-5025.932830223577,95.0,99.75,6.85
478,143,60,275,-5523.7998193899075,80.0,99.25,6.4
1110,348,140,622,-5103.384326937276,92.0,99.25,6.76
603,174,78,351,-5679.53039532129,88.0,99.25,6.640000000000001
592,169,57,366,-5283.344209356708,87.0,99.0,6.609999999999999
528,141,58,329,-5158.810135400848,85.0,99.25,6.55
1121,296,95,730,-5297.714977251964,95.0,99.75,6.85
618,196,66,356,-5444.031653071947,94.0,99.75,6.82
1271,359,160,752,-5256.282640407142,90.0,99.5,6.7
427,113,45,269,-5637.4207918036245,95.0,99.75,6.85
571,107,39,425,-5450.826020322368,89.0,98.75,6.67
471,74,19,378,-5013.674458228482,87.0,100.0,6.609999999999999
386,50,17,319,-5113.045744910809,95.0,99.75,6.85
461,86,27,348,-5585.231022780978,95.0,99.75,6.85
735,170,61,504,-5682.50111698697,84.0,99.25,6.52
909,202,79,628,-5488.2122995367345,92.0,99.25,6.76
494,84,33,377,-5189.014527480844,92.0,99.25,6.76
474,72,34,368,-5167.165652388938,95.0,99.75,6.85
653,131,51,471,-5344.296575051003,95.0,99.75,6.85
554,105,35,414,-5641.824386943671,85.0,99.25,6.55
470,99,40,331,-5210.863713439889,82.0,98.75,6.46
382,59,24,299,-5315.811258162159,89.0,98.75,6.67
512,96,29,387,-5516.793981959836,91.0,99.75,6.73
373,62,28,283,-5087.772673018732,95.0,99.25,6.85
635,126,29,480,-5056.190356583338,85.0,99.75,6.55
531,100,43,388,-5023.767412076935,100.0,100.0,7.0
854,221,92,541,-5503.5272986099635,90.0,99.5,6.7
421,84,30,307,-5036.6088779929805,89.0,98.75,6.67
545,104,42,399,-5612.798154854077,95.0,99.75,6.85
678,151,49,478,-5062.669065096351,95.0,99.75,6.85
613,129,34,450,-5039.225914445977,95.0,99.75,6.85
694,154,45,495,-5003.68985350504,79.0,98.25,6.37
730,176,68,486,-5058.355485543025,90.0,99.5,6.7
557,135,45,377,-5083.647038331105,82.0,99.75,6.46
557,127,37,393,-5040.114874673246,96.0,100.0,6.88
676,156,32,488,-5722.5269033526465,76.0,99.75,6.28
1033,286,77,670,-5003.386931548267,95.0,98.5,6.85
978,284,88,606,-5002.79714839427,100.0,100.0,7.0
612,140,23,449,-5572.122538134124,92.0,99.75,6.76
814,215,35,564,-5006.165323680388,89.0,99.25,6.67
805,230,51,524,-5251.01389649646,95.0,99.75,6.85
733,197,40,496,-5113.945225736969,89.0,98.5,6.67
555,104,36,415,-5218.32462862232,88.0,99.25,6.640000000000001
730,195,42,493,-5254.965419556105,86.0,99.75,6.58
690,180,34,476,-5385.4580112612775,93.0,99.75,6.79
1165,385,82,698,-5423.543347960119,95.0,99.75,6.85
961,313,44,604,-5110.250793072561,83.0,99.25,6.49
1031,331,67,633,-5482.400689380236,89.0,98.75,6.67
1525,500,45,980,-5373.530564189132,95.0,99.75,6.85
526,162,22,342,-5396.176799801345,95.0,99.75,6.85
761,233,33,495,-5626.702095730515,95.0,99.75,6.85
644,157,19,468,-5033.385716045397,100.0,100.0,7.0
1216,304,71,841,-5101.968413546256,95.0,99.75,6.85
977,257,39,681,-5698.497720492729,95.0,99.75,6.85
647,112,16,519,-5002.69869857473,100.0,100.0,7.0
691,147,29,515,-5350.559181667351,95.0,99.75,6.85
579,117,27,435,-5001.669368034214,100.0,100.0,7.0
653,135,25,493,-5723.411132534577,95.0,99.75,6.85
655,164,28,463,-5338.411448366813,92.0,99.25,6.76
771,178,17,576,-5511.643311157894,95.0,99.75,6.85
935,235,39,661,-5012.638406100561,100.0,100.0,7.0
608,135,16,457,-5058.287965499068,95.0,99.75,6.85
717,192,34,491,-5158.873464484956,92.0,99.25,6.76
1119,342,37,740,-5021.35373648369,100.0,100.0,7.0
1706,554,59,1093,-5279.70421660603,87.0,99.0,6.609999999999999
1875,580,50,1245,-5029.614075550577,100.0,100.0,7.0
869,210,10,649,-5007.951425156746,100.0,100.0,7.0
817,165,12,640,-5024.68758056076,100.0,100.0,7.0
738,141,13,584,-5040.167560539068,100.0,100.0,7.0
565,96,8,461,-5000.737405045191,100.0,100.0,7.0
640,109,9,522,-5031.00714098089,100.0,100.0,7.0
501,81,10,410,-5452.635498331887,95.0,99.75,6.85
578,116,10,452,-5011.62521008108,100.0,100.0,7.0
513,73,6,434,-5021.791876337692,100.0,100.0,7.0
732,139,13,580,-5007.723796816839,100.0,100.0,7.0
594,92,9,493,-5006.19531653641,100.0,100.0,7.0
608,105,3,500,-5017.020879322017,100.0,100.0,7.0
603,121,4,478,-5010.395914047568,100.0,100.0,7.0
684,129,9,546,-5004.332740548013,100.0,100.0,7.0
502,70,6,426,-5019.205552181497,100.0,100.0,7.0
624,108,8,508,-5001.711591341519,100.0,100.0,7.0
987,220,22,745,-5026.903173246699,100.0,100.0,7.0
659,145,9,505,-5004.157253895707,100.0,100.0,7.0
678,145,10,523,-5011.647152482305,100.0,100.0,7.0
821,191,10,620,-5013.501610243765,100.0,100.0,7.0
850,199,18,633,-5031.477982403305,100.0,100.0,7.0
819,213,13,593,-5005.353816912442,100.0,100.0,7.0
639,153,9,477,-5496.2993884311945,95.0,99.75,6.85
1789,638,47,1104,-5059.297893248634,95.0,99.75,6.85
6645,2758,227,3660,-5196.859540251482,95.0,99.75,6.85
675,168,16,491,-5438.63820428785,94.0,99.75,6.82
1492,531,24,937,-5009.102322062955,100.0,100.0,7.0
1468,436,70,962,-5017.817062151133,100.0,100.0,7.0
874,256,22,596,-5412.523909298826,93.0,99.75,6.79
3660,1556,157,1947,-5437.0405354581335,73.0,99.75,6.1899999999999995
11687,4641,392,6654,-5170.194377461347,95.0,99.75,6.85
17801,7382,347,10072,-5011.557958577837,100.0,100.0,7.0
1428,439,4,985,-5002.820023270444,100.0,100.0,7.0
1722,555,6,1161,-5008.3571985089175,100.0,100.0,7.0
1081,275,8,798,-5006.538853270032,100.0,100.0,7.0
781,169,4,608,-5006.10196862594,100.0,100.0,7.0
937,234,6,697,-5008.102403789169,100.0,100.0,7.0
591,96,3,492,-5032.406407707639,100.0,100.0,7.0
659,115,0,544,-5038.6108740072905,100.0,100.0,7.0
668,120,2,546,-5026.128278650292,100.0,100.0,7.0
638,102,3,533,-5034.910773488781,100.0,100.0,7.0
893,202,6,685,-5039.58602397212,100.0,100.0,7.0
967,219,11,737,-5012.435243900677,100.0,100.0,7.0
1131,305,12,814,-5006.6270360960525,100.0,100.0,7.0
1542,494,12,1036,-5019.487995696596,100.0,100.0,7.0
12504,4859,195,7450,-5012.914002192743,100.0,100.0,7.0
29200,12139,621,16440,6198.945922926521,100.0,100.0,12.239377509331911
3696,1530,123,2043,-5006.609321214379,100.0,100.0,7.0
13571,5410,111,8050,-5016.886063175849,100.0,100.0,7.0
626,103,0,523,-5000.199076091175,100.0,100.0,7.0
562,79,2,481,-5024.362614271756,100.0,100.0,7.0
538,62,1,475,-5000.708690586731,100.0,100.0,7.0
626,98,1,527,-5000.065364402992,100.0,100.0,7.0
759,147,2,610,-5027.35640083357,100.0,100.0,7.0
609,103,1,505,-5018.991730598786,100.0,100.0,7.0
571,102,3,466,-5026.904528185972,100.0,100.0,7.0
614,102,4,508,-5008.125127750244,100.0,100.0,7.0
1574,483,4,1087,-5015.6988610768985,100.0,100.0,7.0
6895,2692,84,4119,-5031.524885395682,100.0,100.0,7.0
571,76,3,492,-5033.107097704987,100.0,100.0,7.0
494,58,3,433,-5015.535090210022,100.0,100.0,7.0
542,75,1,466,-5026.702607837914,100.0,100.0,7.0
524,56,1,467,-5002.165454596388,100.0,100.0,7.0
484,51,1,432,-5025.493033834321,100.0,100.0,7.0
507,58,4,445,-5020.573247468902,100.0,100.0,7.0
503,52,0,451,-5022.440795053686,100.0,100.0,7.0
533,66,2,465,-5027.410403725252,100.0,100.0,7.0
593,90,2,501,-5026.350652734398,100.0,100.0,7.0
723,151,3,569,-5001.1294974208995,100.0,100.0,7.0
755,144,7,604,-5035.883795169579,100.0,100.0,7.0
569,106,4,459,-5026.014171354909,100.0,100.0,7.0
733,144,5,584,-5035.877800024926,100.0,100.0,7.0
970,258,4,708,-5041.290369165749,100.0,100.0,7.0
783,174,12,597,-5017.084020518659,100.0,100.0,7.0
1091,266,14,811,-5012.582662761877,100.0,100.0,7.0
877,241,12,624,-5003.959951657422,100.0,100.0,7.0
1758,585,15,1158,-5021.365717372083,100.0,100.0,7.0
806,208,15,583,-5041.288108092484,100.0,100.0,7.0
1487,428,33,1026,-5010.960706805024,100.0,100.0,7.0
904,238,18,648,-5604.258836745818,91.0,99.25,6.73
1490,501,25,964,-5428.495330394991,95.0,99.75,6.85
3930,1388,67,2475,-5022.345479493193,100.0,100.0,7.0
1835,671,28,1136,-5021.265773538643,100.0,100.0,7.0
1310,398,10,902,-5026.875067662683,100.0,100.0,7.0
1047,270,12,765,-5027.811735226515,100.0,100.0,7.0
2405,905,105,1395,-5021.554611903247,100.0,100.0,7.0
3228,1244,111,1873,-5140.734885826533,92.0,99.25,6.76
1306,430,24,852,-5042.239464573598,100.0,100.0,7.0
991,281,29,681,-5007.251723698858,100.0,100.0,7.0
930,314,65,551,-5031.394473924454,100.0,100.0,7.0
1435,463,67,905,-5015.562232194544,100.0,100.0,7.0
1202,355,31,816,-5040.064711832267,100.0,100.0,7.0
1703,529,43,1131,-5512.83686228395,92.0,99.25,6.76
883,255,23,605,-5008.35577605508,100.0,100.0,7.0
1703,603,48,1052,-5011.712117274363,100.0,100.0,7.0
1175,389,28,758,-5027.947322566377,100.0,100.0,7.0
2065,731,52,1282,-5144.737960059597,92.0,99.25,6.76
1195,382,23,790,-5183.031503800813,95.0,99.75,6.85
1211,355,15,841,-5004.744703115333,86.0,98.25,6.58
1153,355,18,780,-5036.719391478671,100.0,100.0,7.0
1142,314,10,818,-5011.154847680273,100.0,100.0,7.0
1265,381,26,858,-5038.80049296367,100.0,100.0,7.0
1147,312,11,824,-5013.615819455141,100.0,100.0,7.0
879,225,12,642,-5013.320069290252,100.0,100.0,7.0
1111,286,18,807,-5018.28517442705,100.0,100.0,7.0
753,166,4,583,-5000.980525219735,100.0,100.0,7.0
640,110,4,526,-5030.549995993532,100.0,100.0,7.0
621,109,5,507,-5036.807360056475,100.0,100.0,7.0
607,105,7,495,-5002.663654300499,100.0,100.0,7.0
680,126,4,550,-5029.427425600384,100.0,100.0,7.0
833,172,7,654,-5005.689259880668,100.0,100.0,7.0
839,198,7,634,-5005.808728457747,100.0,100.0,7.0
774,168,8,598,-5007.889848288691,100.0,100.0,7.0
694,142,9,543,-5028.825867880923,100.0,100.0,7.0
648,111,2,535,-5021.307784293604,100.0,100.0,7.0
513,71,4,438,-5011.231336665696,100.0,100.0,7.0
828,191,10,627,-5025.134510370787,100.0,100.0,7.0
548,100,6,442,-5021.502087413201,100.0,100.0,7.0
648,111,2,535,-5013.228059913563,100.0,100.0,7.0
669,105,5,559,-5012.637340347301,100.0,100.0,7.0
467,46,3,418,-5034.290582863545,100.0,100.0,7.0
490,62,4,424,-5024.567807466752,100.0,100.0,7.0
618,99,7,512,-5033.3102183620485,100.0,100.0,7.0
644,118,10,516,-5018.790815747341,100.0,100.0,7.0
622,100,5,517,-5017.660196736735,100.0,100.0,7.0
645,140,8,497,-5051.045002966917,95.0,99.75,6.85
634,127,7,500,-5355.470252267728,95.0,99.75,6.85
969,255,16,698,-5250.955647988248,92.0,99.25,6.76
1155,337,13,805,-5007.727720080473,100.0,100.0,7.0
1678,537,37,1104,-5431.409485982837,92.0,99.25,6.76
7180,2927,131,4122,-5021.097761458418,100.0,100.0,7.0
727,163,7,557,-5505.852303526952,95.0,99.75,6.85
1172,325,14,833,-5026.6575342484075,100.0,100.0,7.0
711,178,8,525,-5081.618237929796,95.0,99.75,6.85
7861,3039,51,4771,-5039.711299792134,100.0,100.0,7.0
8826,3356,124,5346,-5039.568867404735,100.0,100.0,7.0
4079,1595,67,2417,-5037.089733347911,100.0,100.0,7.0
1552,472,9,1071,-5031.126647702758,100.0,100.0,7.0
675,136,5,534,-5019.914055667701,100.0,100.0,7.0
658,119,4,535,-5036.784754407471,100.0,100.0,7.0
1068,307,5,756,-5005.285799646734,100.0,100.0,7.0
623,123,5,495,-5019.892776164293,100.0,100.0,7.0
1426,426,6,994,-5002.73286712159,100.0,100.0,7.0
1249,386,16,847,-5177.794927183664,95.0,99.75,6.85
886,229,12,645,-5502.801609798955,92.0,99.25,6.76
2700,985,24,1691,-5007.790652265018,100.0,100.0,7.0
828,215,6,607,-5038.953025664888,100.0,100.0,7.0
717,148,3,566,-5001.0515651173,100.0,100.0,7.0
842,198,1,643,-5008.161620048255,100.0,100.0,7.0
891,211,0,680,-5002.408444798738,100.0,100.0,7.0
2464,870,13,1581,-5030.883152724803,100.0,100.0,7.0
1162,319,5,838,-5001.90728568151,100.0,100.0,7.0
1158,314,3,841,-5025.266637129272,100.0,100.0,7.0
931,228,2,701,-5036.697849058782,100.0,100.0,7.0
722,156,4,562,-5038.293217941536,100.0,100.0,7.0
775,157,3,615,-5039.773449014351,100.0,100.0,7.0
