days_alive,work_days,spec_days,rest_days,final_cash,final_happiness
19,17,1,1,9498.47689165838,-1.0
20,19,0,1,10320.239087410537,-2.0
17,17,0,0,10357.319770063596,-1.0
22,20,0,2,10262.129085548779,0.0
24,22,1,1,10804.868068389247,-1.0
17,17,0,0,10357.319770063596,-1.0
22,19,1,2,9460.647702716022,-2.0
17,17,0,0,10357.319770063596,-1.0
21,19,2,0,10042.124073908533,-2.0
19,17,1,1,9497.76594204082,-1.0
16,15,1,0,9535.083301285322,0.0
17,17,0,0,10357.319770063596,-1.0
17,17,0,0,10357.319770063596,-1.0
19,17,1,1,9498.807162758303,-1.0
33,27,6,0,10694.776997006122,-1.0
20,19,0,1,10320.24910642765,-2.0
26,22,2,2,9945.233235836216,-1.0
22,20,0,2,10262.179160601803,0.0
25,22,0,3,10225.139990924086,-1.0
17,17,0,0,10357.319770063596,-1.0
23,20,2,1,9982.266260756314,0.0
17,17,0,0,10357.319770063596,-1.0
23,19,3,1,9180.474335434365,-2.0
20,19,0,1,10320.239087410537,-2.0
24,20,4,0,9702.465682824473,0.0
16,15,1,0,9535.483781553416,0.0
17,17,0,0,10357.319770063596,-1.0
16,15,1,0,9535.563853582222,0.0
17,17,0,0,10357.319770063596,-1.0
24,20,1,3,9403.147032963403,0.0
17,17,0,0,10357.319770063596,-1.0
24,22,1,1,10805.048347604159,-1.0
17,17,0,0,10357.319770063596,-1.0
16,15,1,0,9535.483781553416,0.0
23,20,2,1,9982.787141468283,0.0
20,19,0,1,10320.24910642765,-2.0
16,15,1,0,9535.723973621427,0.0
23,20,2,1,9982.676871205627,0.0
20,19,0,1,10320.279157468567,-2.0
25,22,3,0,10527.122380616847,-1.0
18,15,2,1,8676.576340507625,0.0
26,22,2,2,9946.415285637071,-1.0
22,19,1,2,9461.148564405168,-2.0
33,27,6,0,10695.978834590276,-1.0
16,15,1,0,9536.12413364943,0.0
28,24,3,1,10489.141377946253,-2.0
17,17,0,0,10357.319770063596,-1.0
26,20,5,1,8844.392720706077,0.0
20,19,0,1,10320.319211502583,-2.0
16,14,2,0,8734.76325328212,-2.0
18,14,3,1,7875.555765325992,-2.0
31,27,2,2,11253.030173787807,-1.0
20,19,0,1,10320.379262522581,-2.0
24,22,1,1,10805.098414642773,-1.0
21,19,2,0,10040.402112654378,-2.0
28,24,3,1,10489.611318469493,-2.0
20,19,0,1,10320.369256521082,-2.0
34,27,5,2,10114.0860575402,-1.0
28,25,2,1,11289.350675036116,0.0
16,14,2,0,8734.443013173282,-2.0
21,20,1,0,10842.244005840086,0.0
21,19,2,0,10040.68275723148,-2.0
16,15,1,0,9535.163413358152,0.0
15,12,3,0,7912.849143994807,-1.0
16,14,2,0,8735.323869601423,-2.0
31,27,2,2,11254.092681701317,-1.0
37,32,4,1,12282.359543086894,-1.0
25,22,3,0,10525.560475296581,-1.0
25,22,3,0,10525.56040323696,-1.0
45,35,7,3,11051.493008036072,0.0
21,17,2,2,8639.341658532168,-1.0
46,33,11,2,9163.538697163774,-4.0
21,19,2,0,10041.60339746634,-2.0
42,34,5,3,11385.557111870803,-2.0
16,15,1,0,9535.163413358152,0.0
30,24,4,2,9630.854695366736,-2.0
28,24,3,1,10488.33951184311,-2.0
17,12,4,1,7054.347897252946,-1.0
17,17,0,0,10357.319770063596,-1.0
35,25,7,3,8429.770099135627,0.0
33,29,3,1,11795.767557478517,-2.0
41,34,3,4,11665.851577516107,-2.0
16,14,2,0,8734.7634774726,-2.0
24,19,2,3,8602.42672090883,-2.0
29,22,5,2,8807.118610239453,-1.0
21,20,1,0,10841.803433474739,0.0
21,20,1,0,10842.203933778857,0.0
46,35,9,2,10771.122850023212,0.0
31,25,5,1,10151.748578616547,0.0
30,24,4,2,9629.962726457472,-2.0
36,30,5,1,11459.860000818015,0.0
19,17,1,1,9498.717107745599,-1.0
17,17,0,0,10357.319770063596,-1.0
25,19,4,2,8323.56891130812,-2.0
40,30,7,3,9740.649698501787,0.0
61,45,10,6,11088.661138019877,0.0
26,20,5,1,8844.24338258985,0.0
30,27,3,0,11832.976305513313,-1.0
27,22,4,1,9664.747955994912,-1.0
24,20,4,0,9704.788316591756,0.0
24,20,4,0,9702.866267317979,0.0
63,44,15,4,9722.769484454255,-2.0
46,32,7,7,8259.836514427829,-1.0
42,30,8,4,8879.106591640419,0.0
27,24,1,2,10768.612904773749,-2.0
31,22,6,3,7951.180542953963,-1.0
28,21,4,3,8286.278739378904,-3.0
47,30,15,2,7179.036979031879,0.0
30,20,7,3,7124.64765453446,0.0
29,22,5,2,8810.072334881663,-1.0
55,34,13,8,5942.974953141793,-2.0
80,50,20,10,6674.092091849311,0.0
42,27,9,6,6676.495468138302,-1.0
30,24,4,2,9627.639870426168,-2.0
80,54,17,9,9184.391676954252,-2.0
62,44,10,8,9705.585609676555,-2.0
49,34,7,8,8225.149587809965,-2.0
20,17,3,0,9219.398973571862,-1.0
39,29,6,4,9215.65843934558,-2.0
43,30,4,9,7996.900891078518,0.0
18,15,2,1,8676.666381523633,0.0
55,39,9,7,9253.15590204633,-2.0
137,95,20,22,12699.90559223225,0.0
16,10,5,1,6232.852588183832,0.0
39,32,5,2,11421.146439532999,-1.0
44,35,2,7,11025.38549166986,0.0
81,54,10,17,7993.405626142198,-2.0
66,44,9,13,7679.484395673393,-2.0
121,78,23,20,7737.060654936264,-4.0
35,29,1,5,10636.431464290326,-2.0
125,77,18,30,4783.4757144954365,-1.0
196,123,23,50,5076.592300633019,-4.0
59,39,11,9,7532.761863182758,-2.0
328,199,28,101,-1502.6004619489163,-2.0
351,214,21,116,-1732.3707367728096,-1.0
227,131,22,74,2855.9328351276063,0.0
585,351,25,209,-5050.095094989221,51.0
219,124,10,85,-893.7583496069693,-1.0
576,307,20,249,-5047.802645720334,100.0
316,128,7,181,-5073.726748445125,100.0
308,106,3,199,-5058.434195936444,94.0
295,108,3,184,-5001.044862841329,100.0
377,179,14,184,-5037.949800465119,89.0
450,214,9,227,-5068.296748536314,92.0
517,246,11,260,-5006.442688434266,80.0
341,142,24,175,-581.0042904343578,-1.0
574,303,23,248,-5069.36628972138,63.0
514,272,3,239,-5006.186007960717,95.0
452,207,1,244,-5020.956054804918,100.0
286,136,0,150,820.4486069726358,-2.0
41,32,0,9,9960.703333687674,-1.0
62,44,1,17,8795.145828852741,-2.0
182,120,0,62,7599.32963463978,0.0
499,262,2,235,-5075.9357829711125,100.0
437,194,1,242,-5071.10194702105,100.0
402,179,1,222,-5012.650091933861,100.0
462,214,1,247,-5057.430290696496,100.0
406,189,2,215,-5013.494599776717,100.0
438,203,2,233,-5029.536731586684,97.0
363,142,2,219,-5055.699173549475,100.0
518,266,2,250,-5076.462122653758,100.0
395,174,1,220,-5040.769554062346,85.0
434,198,0,236,-5010.850358423504,100.0
352,141,3,208,-5070.553789906135,100.0
335,113,1,221,-5059.6626893312105,100.0
321,107,0,214,-5040.341423645469,100.0
392,164,0,228,-5041.428677480729,100.0
314,107,6,201,-5080.324736180951,100.0
423,196,1,226,-5044.529683733396,100.0
365,144,2,219,-5045.382456365487,100.0
358,144,1,213,-5033.87256818027,100.0
311,107,1,203,-5008.203607600814,64.0
344,128,2,214,-5053.6601877296525,100.0
306,136,1,169,-1551.1394126393934,-1.0
326,141,1,184,-1457.5008459282826,0.0
473,220,2,251,-5065.759065747326,90.0
480,243,1,236,-5030.391336731716,67.0
398,177,1,220,-5054.874915935351,86.0
313,101,0,212,-5043.662164448675,98.0
367,134,2,231,-5056.095350322746,100.0
350,129,5,216,-5040.125541297065,100.0
308,99,2,207,-5039.6234902997385,98.0
420,179,11,230,-5079.194803335871,100.0
373,151,2,220,-5035.45281601817,98.0
415,184,2,229,-5073.481711519484,100.0
358,140,2,216,-5004.407940228471,93.0
389,159,3,227,-5060.566474986429,100.0
447,201,4,242,-5062.766018567297,85.0
331,150,2,179,-2949.817048635583,0.0
421,190,2,229,-5034.833357666836,79.0
423,198,3,222,-5082.463906707377,100.0
344,126,0,218,-5004.527386212778,100.0
406,175,5,226,-5008.861756009883,97.0
398,217,7,174,1110.2835427934815,0.0
578,319,13,246,-5033.05565828904,100.0
506,240,15,251,-5046.089316529555,100.0
318,108,9,201,-5002.7460015038705,100.0
416,189,4,223,-5026.854732243814,31.0
261,99,9,153,-1254.383562985963,-1.0
203,80,8,115,-179.03928081102205,-1.0
203,77,7,119,-994.23897226859,0.0
471,230,11,230,-4187.0605231057325,-1.0
381,173,4,204,-5001.740101873833,86.0
360,136,3,221,-5048.965050234927,100.0
362,148,1,213,-5035.369249233383,100.0
294,93,1,200,-5001.7469906878505,100.0
461,216,1,244,-5037.1598379932575,50.0
440,211,1,228,-5029.2523377851,70.0
340,125,2,213,-5022.173118273247,98.0
284,87,3,194,-5015.756112429075,91.0
345,149,3,193,-5002.9690998527885,100.0
421,196,1,224,-5035.593608288528,57.0
416,186,2,228,-5016.905549893745,100.0
346,135,1,210,-5075.603994368906,93.0
437,186,3,248,-5068.948087808039,100.0
373,152,2,219,-5048.647991728651,100.0
300,126,2,172,-1612.2269100870726,-2.0
396,176,1,219,-5025.697860872638,62.0
375,159,1,215,-5061.999670510327,49.0
315,125,0,190,-2789.3200819291687,0.0
320,107,0,213,-5038.835540015105,100.0
286,94,2,190,-5003.090318124304,100.0
384,156,3,225,-5020.222932181563,95.0
340,125,2,213,-5006.3005479336725,100.0
281,75,0,206,-5035.440650080507,100.0
284,79,2,203,-5062.229912433861,100.0
292,83,5,204,-5006.633429676868,100.0
344,128,2,214,-5053.916029979081,98.0
329,120,6,203,-5032.51507176846,94.0
411,176,8,227,-5011.308366681679,100.0
292,98,2,192,-5013.996887702223,100.0
251,111,1,139,415.6508388085896,0.0
427,189,3,235,-5009.8184196035245,100.0
314,111,3,200,-5013.937639615624,100.0
278,82,3,193,-5017.650648395196,100.0
298,86,3,209,-5018.413030100102,100.0
467,217,4,246,-5048.911300559619,95.0
364,147,4,213,-5019.017707811603,86.0
289,123,3,163,-1719.402608099965,-2.0
428,205,5,218,-5039.249839627426,100.0
383,191,7,185,865.0214010961834,0.0
312,140,2,170,-2421.8637760219285,-1.0
363,156,2,205,-5011.125468840624,92.0
362,143,2,217,-5015.362361276189,95.0
353,123,2,228,-5037.005837779942,100.0
285,89,5,191,-5047.547615011635,100.0
405,178,2,225,-5005.3505843032135,74.0
261,80,3,178,-5067.553172462735,100.0
351,143,5,203,-5017.601448191068,100.0
433,192,6,235,-5005.67348785655,100.0
332,126,3,203,-5028.85555621451,100.0
326,114,2,210,-5035.594940347431,98.0
294,86,0,208,-5058.981549117443,100.0
358,140,2,216,-5025.828183329053,96.0
293,94,3,196,-5036.230050256981,100.0
288,88,1,199,-5066.790799775684,100.0
351,141,3,207,-5008.045493602589,100.0
305,109,2,194,-5071.828052323528,100.0
284,92,2,190,-5061.124439949789,100.0
329,114,0,215,-5073.786338994333,100.0
278,87,3,188,-5751.404970498999,91.0
404,171,4,229,-5660.763519096491,95.0
400,170,0,230,-5059.901477166016,100.0
441,195,4,242,-5063.016088904159,99.0
341,120,3,218,-5047.674238491839,100.0
365,147,4,214,-5029.352850572935,98.0
352,132,0,220,-5081.3876693928705,100.0
316,105,2,209,-5038.945310491113,100.0
321,147,2,172,114.44300737898098,-1.0
385,161,2,222,-5010.997441256525,100.0
370,153,1,216,-5068.632192143673,100.0
343,132,1,210,-5051.491218576509,100.0
354,131,3,220,-5058.907909788408,97.0
515,260,1,254,-5007.742539007076,23.0
411,193,1,217,-4561.861374406405,0.0
474,239,2,233,-4457.997468357896,-1.0
384,166,1,217,-5033.832011925935,78.0
324,107,3,214,-5008.382652073298,100.0
318,97,4,217,-5000.616451571874,100.0
316,107,4,205,-5034.345438140342,100.0
237,54,2,181,-5005.947293576662,100.0
239,55,2,182,-5074.340841514699,100.0
266,63,0,203,-5056.070296114009,100.0
353,130,3,220,-5015.0853549695385,100.0
271,67,0,204,-5037.158015783585,100.0
292,99,2,191,-5007.761651525423,98.0
541,257,8,276,-5039.0925551959435,53.0
379,144,2,233,-5008.256654484601,100.0
395,169,2,224,-5016.387587230619,100.0
322,111,2,209,-5002.372333475655,83.0
390,148,3,239,-5032.3479825040695,100.0
257,51,1,205,-5016.157256407387,100.0
280,75,0,205,-5021.166992163845,100.0
281,76,0,205,-5026.347577296079,80.0
313,109,1,203,-5010.9232478946815,100.0
364,143,0,221,-5026.629511692565,94.0
312,101,0,211,-5003.082145983712,100.0
224,29,0,195,-5069.334185301608,100.0
227,32,0,195,-5019.090093583509,100.0
232,36,0,196,-5019.801699214152,100.0
247,43,1,203,-5011.269327965296,100.0
236,39,0,197,-5028.71105617958,100.0
256,55,0,201,-5058.129160045576,100.0
248,49,0,199,-5010.565596099303,100.0
299,92,2,205,-5048.032778445067,84.0
340,118,1,221,-5054.544718698161,92.0
427,196,2,229,-5072.761612411564,56.0
445,220,2,223,-3996.1734825164203,-2.0
384,165,1,218,-5065.23859394802,100.0
254,75,3,176,-5018.186354117027,100.0
330,101,5,224,-5022.315974630026,100.0
334,115,3,216,-5024.71088113671,100.0
273,83,2,188,-5028.7333037193675,99.0
359,123,3,233,-5028.988662567193,100.0
299,97,1,201,-5026.446319277967,99.0
373,174,5,194,-2385.976256867982,-2.0
236,86,3,147,110.20325515343823,0.0
281,157,8,116,1354.5098223841524,0.0
431,199,2,230,-5005.638040405666,41.0
551,279,5,267,-5050.596927318735,97.0
391,160,1,230,-5006.180642334825,94.0
424,193,8,223,-5656.214286019724,43.0
311,117,6,188,-5055.510705630931,93.0
251,95,3,153,-1451.3025904845092,0.0
280,114,3,163,-1916.9330518899374,-1.0
325,108,3,214,-5040.3256207988525,100.0
305,116,2,187,-1805.8004818417317,-2.0
332,112,1,219,-5008.125739868572,100.0
284,85,1,198,-5066.994627591971,79.0
400,166,6,228,-5019.123891097066,95.0
312,110,3,199,-5030.650661386796,98.0
323,110,0,213,-5000.94132895574,99.0
292,91,1,200,-5072.845975472992,100.0
322,118,3,201,-5000.364624598281,96.0
300,93,2,205,-5014.115030225358,100.0
304,94,0,210,-5013.796930900362,100.0
291,90,1,200,-5039.922431810131,100.0
266,70,1,195,-5045.648549217744,100.0
281,75,0,206,-5050.680808545288,100.0
235,88,1,146,-630.3988752881328,-2.0
368,137,4,227,-5032.996482888152,100.0
295,101,2,192,-5009.988653311752,99.0
431,189,6,236,-5024.830215179857,97.0
305,98,4,203,-5061.343737105806,97.0
338,109,7,222,-5062.14188783746,100.0
277,93,3,181,-5020.099787819292,100.0
248,105,5,138,838.3623452350192,0.0
266,116,2,148,1426.8276960037372,-2.0
326,120,3,203,-5013.747316716609,99.0
380,163,3,214,-5039.340044637504,100.0
235,47,3,185,-5047.6435293879795,100.0
271,69,2,200,-5039.95127013311,100.0
316,107,4,205,-5011.039611457604,100.0
304,96,2,206,-5013.448865585211,100.0
357,148,5,204,-5009.594064984896,100.0
389,156,6,227,-5053.0870511137855,100.0
321,103,8,210,-5062.82172210391,100.0
303,79,10,214,-5000.216880836723,100.0
252,61,3,188,-5053.770417642392,100.0
236,45,6,185,-5037.9763210269575,100.0
217,38,2,177,-5004.428448252888,99.0
231,49,2,180,-5079.676343955179,100.0
223,57,4,162,-5026.272809120621,100.0
271,75,1,195,-5004.933585175159,100.0
263,75,2,186,-5057.186450994127,100.0
310,86,5,219,-5045.222723808614,91.0
268,67,2,199,-5050.424663226941,100.0
249,66,4,179,-5012.579892323442,100.0
267,68,4,195,-5046.472778473701,100.0
236,36,3,197,-5028.6467524973,100.0
235,52,2,181,-5057.223468323911,100.0
230,48,2,180,-5061.585093110303,98.0
201,29,6,166,-5009.44201711097,100.0
403,162,7,234,-5049.135495952386,100.0
334,120,2,212,-5018.893839712263,100.0
316,95,4,217,-5056.545678986587,100.0
240,42,0,198,-5054.669347037038,100.0
220,42,4,174,-5047.481132653424,100.0
320,115,3,202,-5041.49073660424,100.0
296,84,3,209,-5018.300020356394,100.0
290,90,1,199,-5001.478935781131,99.0
320,123,4,193,-5071.873400814974,94.0
339,156,3,180,-1201.4230133012109,0.0
400,181,3,216,-5016.815001303687,77.0
357,151,2,204,-5013.007070190773,99.0
340,118,1,221,-5043.648058495062,99.0
301,99,1,201,-5008.38147089416,100.0
365,151,1,213,-5067.658385034505,74.0
331,111,1,219,-5042.2741034359315,100.0
323,117,1,205,-5013.732018240476,88.0
327,113,0,214,-5032.237242650086,100.0
310,99,0,211,-5025.24988429979,100.0
298,89,0,209,-5064.988271569443,100.0
393,161,1,231,-5056.800319267756,100.0
373,152,2,219,-5069.659444615968,89.0
296,95,1,200,-5003.698303970146,100.0
363,142,0,221,-5029.3097900314215,94.0
300,93,2,205,-5029.166121359723,100.0
341,133,3,205,-5051.029160257577,100.0
409,185,1,223,-5060.976183058955,95.0
402,180,1,221,-5080.509700292432,84.0
385,176,0,209,-3355.9699344473684,0.0
429,195,0,234,-5039.158343995136,88.0
358,144,1,213,-5057.694822161813,100.0
272,75,1,196,-5008.061452166926,100.0
298,89,0,209,-5005.67200603615,98.0
359,140,2,217,-5001.488616249709,96.0
340,119,3,218,-5035.0659658304585,100.0
271,69,2,200,-5025.057190159235,100.0
277,79,1,197,-5038.873167986902,100.0
257,63,1,193,-5028.8022594822805,100.0
232,43,1,188,-5031.9630488948715,100.0
308,99,2,207,-5032.491166102059,100.0
310,98,0,212,-5075.9851939894415,98.0
252,52,0,200,-5022.026893765839,100.0
346,122,1,223,-5081.200079713908,100.0
266,70,1,195,-5045.524318464185,100.0
299,90,0,209,-5012.721895412727,100.0
276,71,0,205,-5047.566674277993,100.0
358,122,3,233,-5012.424891840792,95.0
247,55,1,191,-5007.653213020838,100.0
297,73,3,221,-5003.5398577585765,100.0
278,73,0,205,-5001.895145505431,100.0
235,37,5,193,-5036.634293356646,100.0
262,55,1,206,-5006.699460984996,100.0
260,58,0,202,-5040.494312688747,100.0
242,39,1,202,-5002.833311333801,100.0
287,82,2,203,-5028.207245150484,100.0
234,87,1,146,554.0923232482489,-1.0
382,151,1,230,-5062.033757459925,100.0
395,174,1,220,-5043.136977788284,100.0
378,143,2,233,-5041.9671535045045,100.0
267,71,1,195,-5025.679109191509,100.0
278,73,0,205,-5013.851229978497,100.0
296,77,2,217,-5018.482383710262,100.0
298,89,0,209,-5055.279475451203,100.0
257,51,1,205,-5030.903322705586,100.0
247,50,2,195,-5034.899492470887,100.0
316,104,0,212,-5035.2188202847565,100.0
429,210,1,218,-2938.27906198282,-2.0
352,140,1,211,-5078.862367395874,67.0
280,82,1,197,-5015.994957505069,100.0
389,158,1,230,-5002.500336242794,100.0
355,149,1,205,-3144.9401334306567,-2.0
319,106,0,213,-5057.143919387415,100.0
300,91,0,209,-5045.106322255418,100.0
352,133,0,219,-5028.117999686853,96.0
321,108,0,213,-5027.198172710984,100.0
440,198,1,241,-5070.717518977457,82.0
408,177,0,231,-5075.038185410217,100.0
333,149,0,184,-1757.734622980571,0.0
370,156,3,211,-5054.427375246736,100.0
506,258,2,246,-3882.846196668302,0.0
300,98,1,201,-5059.749049448507,100.0
435,190,2,243,-5075.019313477117,96.0
254,94,0,160,-885.9489373251193,-1.0
394,169,2,223,-5030.435451164948,89.0
278,122,2,154,-1394.2708834252792,0.0
392,190,3,199,-2073.489403493369,0.0
277,112,0,165,-930.1256532004808,-2.0
250,94,2,154,-735.0487863474548,0.0
215,75,0,140,369.9267959046319,0.0
443,208,2,233,-5025.2211361506925,85.0
369,153,1,215,-5052.962508568224,100.0
255,110,2,143,483.9949597362428,0.0
230,95,0,135,1181.9881908289008,-1.0
440,198,1,241,-5032.362758471786,100.0
425,192,0,233,-5007.7480882123755,89.0
251,92,3,156,-507.9413127559031,0.0
393,168,2,223,-5035.359116649556,100.0
297,129,0,168,-805.4137716040351,0.0
541,274,2,265,-5078.178153416738,100.0
384,174,4,206,-5011.638313181495,99.0
346,130,2,214,-5017.354135606884,96.0
281,82,1,198,-5076.555068415696,100.0
251,98,1,152,291.16116344994043,0.0
321,115,1,205,-5030.566909406256,100.0
429,206,0,223,-3915.899848145743,-1.0
237,92,0,145,314.84030121507635,-1.0
458,209,4,245,-5081.706309869131,100.0
387,162,2,223,-5070.521008198134,100.0
388,159,3,226,-5007.902046185144,98.0
331,144,1,186,-2850.765562187477,-2.0
294,93,1,200,-5025.360852931246,100.0
357,134,3,220,-5047.048650054013,88.0
250,98,1,151,375.40274278950557,-2.0
480,235,5,240,-5060.196949665846,100.0
392,162,3,227,-5006.498766379069,97.0
491,242,3,246,-5024.007603943246,58.0
382,171,2,209,-5007.3593301501405,99.0
361,191,0,170,381.5633318022967,-2.0
356,156,3,197,-5036.091915348217,82.0
270,80,2,188,-5030.393768234516,100.0
346,129,2,215,-5046.470882506994,100.0
454,196,6,252,-5024.7841066229685,100.0
333,119,2,212,-5060.648783464715,100.0
287,89,3,195,-5042.528068844741,100.0
340,120,3,217,-5035.118308104841,93.0
296,88,0,208,-5001.310231476034,100.0
349,132,2,215,-5037.955530577413,100.0
374,147,3,224,-5017.61358643086,100.0
312,99,5,208,-5011.236672070831,100.0
278,75,2,201,-5018.663285810515,100.0
264,71,3,190,-5008.498014502762,99.0
285,81,2,202,-5009.397629882781,100.0
369,133,5,231,-5005.905861896346,99.0
388,160,10,218,-5001.973413169455,69.0
293,94,3,196,-5030.132787274646,100.0
314,123,3,188,-5043.857086479225,100.0
266,77,2,187,-5030.888468383106,100.0
267,71,1,195,-5014.133048420093,100.0
303,100,1,202,-5058.606713000507,100.0
350,131,7,212,-5039.232047291399,100.0
341,132,3,206,-5064.940199007667,100.0
376,148,3,225,-5042.043608779664,100.0
302,106,2,194,-5027.5350551591555,100.0
359,148,5,206,-5079.6172630835135,100.0
317,118,2,197,-5074.697217271942,100.0
487,232,4,251,-5009.243388420026,89.0
408,262,1,145,4333.781370702446,-2.0
312,196,4,112,4462.213280903863,-1.0
71,50,2,19,9184.068110269438,0.0
495,269,5,221,-5047.486883697124,100.0
380,153,5,222,-5023.19240889696,100.0
319,102,3,214,-5033.840573265584,100.0
317,101,3,213,-5040.272623624113,100.0
348,137,1,210,-5026.661093458608,83.0
336,120,0,216,-5045.2454352058885,100.0
418,188,2,228,-5006.871340047205,96.0
408,184,1,223,-5033.635075325114,100.0
383,159,2,222,-5043.129336733605,95.0
336,148,4,184,-5032.554195095764,100.0
454,230,4,220,-5007.853340570175,100.0
409,175,3,231,-5043.976400708806,100.0
276,87,4,185,-5039.413943080288,100.0
298,102,2,194,-5063.66689466342,100.0
250,59,3,188,-5013.912794552463,100.0
292,81,3,208,-5030.316429609129,100.0
290,91,3,196,-5065.244823882446,100.0
280,76,2,202,-5063.582576276842,98.0
341,123,0,218,-5064.650035534562,100.0
302,99,1,202,-5028.646413535687,100.0
322,110,2,210,-5014.5930889987885,100.0
318,112,1,205,-5019.890710416959,96.0
334,120,2,212,-5004.044983018237,100.0
366,150,1,215,-5016.475315215969,100.0
353,144,5,204,-5038.058363972804,100.0
373,158,3,212,-5042.848510125763,100.0
447,204,1,242,-5058.5072898529015,95.0
366,172,1,193,-2853.392099669977,-2.0
322,115,1,206,-5012.093212959784,99.0
302,101,3,198,-5030.640388956908,99.0
371,154,1,216,-5037.895251319025,100.0
296,94,1,201,-5025.575627721498,100.0
283,122,1,160,144.3348200408449,-1.0
291,90,1,200,-5025.678652623409,100.0
334,117,0,217,-5041.912096196738,100.0
304,100,1,203,-5029.389188875802,100.0
303,113,3,187,-5020.998595872134,100.0
415,195,2,218,-5072.082082908924,100.0
396,169,2,225,-5014.753733536961,100.0
378,147,1,230,-5040.67543193925,100.0
430,217,7,206,911.2797131846605,-1.0
308,104,1,203,-5009.942902475643,100.0
268,65,0,203,-5025.572327591088,100.0
343,133,1,209,-5028.2059058961395,93.0
359,140,2,217,-5024.439077322576,100.0
288,81,0,207,-5035.249369258734,100.0
343,132,1,210,-5056.028893382708,100.0
