days_alive,work_days,spec_days,rest_days,final_cash,final_happiness
255,54,0,201,-5007.602628272844,100.0
256,55,0,201,-5028.552935165413,99.0
249,51,2,196,-5057.779177255037,100.0
248,48,0,200,-5057.5942022526,100.0
250,50,0,200,-5041.111403550261,100.0
248,48,0,200,-5074.79215845497,100.0
258,51,1,206,-5054.096420100362,100.0
273,68,0,205,-5060.730263251425,100.0
264,61,0,203,-5025.661372317981,100.0
274,69,0,205,-5052.110737865586,100.0
289,81,0,208,-5039.428626121223,100.0
265,69,1,195,-5047.744695326897,100.0
296,94,1,201,-5011.644280225233,99.0
315,97,1,217,-5030.916893993867,100.0
335,115,3,217,-5025.836098159181,100.0
314,101,0,213,-5025.7063704693055,100.0
322,110,2,210,-5021.024841124774,98.0
334,117,0,217,-5037.344259239513,100.0
305,94,0,211,-5027.160383421364,100.0
347,127,0,220,-5074.618883160144,100.0
330,111,3,216,-5011.20561210072,100.0
382,151,1,230,-5027.413663727279,100.0
362,139,0,223,-5065.494254280024,100.0
420,193,1,226,-5024.087274102351,98.0
450,219,3,228,-5024.6216849811435,100.0
448,210,2,236,-5047.831498380825,100.0
516,263,0,253,-5064.254126637427,84.0
463,223,2,238,-5018.753058976495,93.0
535,278,0,257,-5051.495988755342,100.0
562,305,4,253,-5005.553908931318,82.0
437,198,0,239,-5064.083077539033,100.0
299,84,1,214,-5042.628913411286,100.0
267,70,1,196,-5069.89524336182,100.0
312,96,3,213,-5035.14342090203,100.0
257,63,1,193,-5009.922182272547,100.0
305,94,0,211,-5052.917125569154,100.0
278,72,0,206,-5054.479805039038,100.0
329,109,1,219,-5004.85579600581,100.0
316,110,1,205,-5025.567939671501,100.0
339,121,0,218,-5070.52392533284,96.0
349,129,0,220,-5050.299578428473,100.0
463,216,1,246,-5025.465153785409,100.0
599,331,0,268,-5029.565165838065,43.0
608,350,2,256,-5030.073937843128,100.0
241,155,0,86,6403.6072486696185,-2.0
33,27,0,6,10093.305273806143,-1.0
30,25,0,5,10130.06346753706,0.0
28,24,0,4,10188.129854564178,-2.0
49,37,0,12,9827.815223061927,-1.0
32,25,1,6,9271.01515386336,0.0
52,39,0,13,9791.447835462815,-2.0
20,19,0,1,10320.309199495978,-2.0
22,20,0,2,10262.229223643022,0.0
20,19,0,1,10320.359249518986,-2.0
20,19,0,1,10320.309199495978,-2.0
25,22,0,3,10225.410416272876,-1.0
22,20,0,2,10262.199183613906,0.0
22,20,0,2,10262.279319726966,0.0
25,22,0,3,10225.350321202446,-1.0
22,20,0,2,10262.28933673937,0.0
25,22,0,3,10225.360382261071,-1.0
25,22,0,3,10225.300264173735,-1.0
25,22,0,3,10225.310316218854,-1.0
20,19,0,1,10320.239087410537,-2.0
17,17,0,0,10357.319770063596,-1.0
20,19,0,1,10320.259124442955,-2.0
20,19,0,1,10320.269141456563,-2.0
28,24,0,4,10188.350189849552,-2.0
25,22,0,3,10225.220171103796,-1.0
20,19,0,1,10320.319211502583,-2.0
22,20,0,2,10262.169162619522,0.0
17,17,0,0,10357.319770063596,-1.0
25,22,0,3,10225.049893876068,-1.0
22,20,0,2,10262.199183613906,0.0
33,27,0,6,10093.044756190624,-1.0
22,20,0,2,10262.239243662032,0.0
20,19,0,1,10320.24910642765,-2.0
22,20,0,2,10262.269277684043,0.0
17,17,0,0,10357.319770063596,-1.0
28,24,0,4,10188.099743410357,-2.0
20,19,0,1,10320.389267523584,-2.0
22,20,0,2,10262.349361738867,0.0
28,24,0,4,10188.169889575474,-2.0
25,22,0,3,10225.38039226137,-1.0
22,20,0,2,10262.19921165734,0.0
30,25,0,5,10129.943175198901,0.0
20,19,0,1,10320.399271524186,-2.0
17,17,0,0,10357.319770063596,-1.0
28,24,0,4,10188.049703433408,-2.0
22,20,0,2,10262.279313720064,0.0
17,17,0,0,10357.319770063596,-1.0
20,19,0,1,10320.359249518986,-2.0
22,19,1,2,9461.74911464243,-2.0
30,25,0,5,10129.833121234562,0.0
22,20,0,2,10262.39943377898,0.0
25,22,0,3,10225.180079017046,-1.0
20,19,0,1,10320.339232512579,-2.0
22,20,0,2,10262.259258666933,0.0
22,20,0,2,10262.139102562385,0.0
20,19,0,1,10320.369256521082,-2.0
22,20,0,2,10262.319327716059,0.0
20,19,0,1,10320.309199495978,-2.0
22,20,0,2,10262.209225666442,0.0
20,19,0,1,10320.32922250808,-2.0
17,17,0,0,10357.319770063596,-1.0
22,20,0,2,10262.289273670034,0.0
25,22,0,3,10225.150099077197,-1.0
25,22,0,3,10225.230128035144,-1.0
33,27,0,6,10093.014857490078,-1.0
17,17,0,0,10357.319770063596,-1.0
30,25,0,5,10130.073486545856,0.0
25,22,0,3,10225.350371255568,-1.0
30,25,0,5,10130.213697731173,0.0
38,30,0,8,9998.062439265252,0.0
20,19,0,1,10320.309199495978,-2.0
30,25,0,5,10130.353976980823,0.0
20,19,0,1,10320.379262522581,-2.0
25,22,0,3,10225.410414270775,-1.0
20,19,0,1,10320.32922250808,-2.0
20,19,0,1,10320.289172479072,-2.0
28,24,0,4,10188.35020787627,-2.0
36,29,0,7,10056.085277812177,-2.0
25,22,0,3,10225.19015110771,-1.0
30,25,0,5,10130.043429498033,0.0
17,17,0,0,10357.319770063596,-1.0
17,17,0,0,10357.319770063596,-1.0
20,19,0,1,10320.239087410537,-2.0
25,22,0,3,10225.360374252265,-1.0
20,19,0,1,10320.269141456563,-2.0
28,24,0,4,10188.079737458023,-2.0
25,22,0,3,10225.200134070177,-1.0
28,24,0,4,10188.029717475747,-2.0
17,17,0,0,10357.319770063596,-1.0
28,24,0,4,10188.199983685554,-2.0
22,20,0,2,10262.229210624808,0.0
46,35,0,11,9864.672469581397,0.0
28,24,0,4,10188.189929612396,-2.0
20,19,0,1,10320.24910642765,-2.0
41,32,0,9,9961.104408112053,-1.0
41,32,0,9,9960.703559192005,-1.0
17,17,0,0,10357.319770063596,-1.0
46,35,0,11,9865.444350138296,0.0
28,24,0,4,10188.400283932193,-2.0
44,34,0,10,9923.423830857062,-2.0
52,39,0,13,9790.745868434917,-2.0
22,20,0,2,10262.199193629416,0.0
33,27,0,6,10093.105015625653,-1.0
30,25,0,5,10129.763022186971,0.0
57,42,0,15,9695.6029435774,-1.0
46,35,0,11,9865.675082340542,0.0
33,27,0,6,10092.79438397019,-1.0
49,37,0,12,9828.025500070657,-1.0
78,55,0,23,9334.773972172103,0.0
28,24,0,4,10187.999643393892,-2.0
44,34,0,10,9923.74418390248,-2.0
113,77,0,36,8765.36770896415,-1.0
46,35,0,11,9865.093592209263,0.0
22,20,0,2,10262.279295699354,0.0
65,47,0,18,9563.866723134144,-1.0
22,20,0,2,10262.259244649424,0.0
73,52,0,21,9429.945860398213,-1.0
265,172,0,93,6207.072901187565,-1.0
727,434,2,291,-5029.107896881032,100.0
463,233,2,228,-5001.034745147378,100.0
470,226,0,244,-5036.869466305746,100.0
431,194,1,236,-5779.036692517857,95.0
420,186,0,234,-5010.593469385092,93.0
494,241,1,252,-5015.595248903889,100.0
371,147,0,224,-5008.042285843553,100.0
320,108,2,210,-5034.17108661497,100.0
334,112,1,221,-5056.330619899645,100.0
301,106,3,192,-5616.285272188662,95.0
327,112,0,215,-5009.815447951113,100.0
366,145,1,220,-5529.052225254604,94.0
376,151,0,225,-5010.638971791675,100.0
370,146,0,224,-5008.831135509298,100.0
353,139,1,213,-5032.501885136822,100.0
431,196,2,233,-5058.767460067221,100.0
375,150,0,225,-5046.183349924514,100.0
446,207,0,239,-5036.423028880692,95.0
430,184,2,244,-5015.090112778316,100.0
391,158,1,232,-5064.700644108542,100.0
409,177,0,232,-5032.858619979428,100.0
289,88,1,200,-5038.509665668391,100.0
312,101,2,209,-5034.742346254374,100.0
297,87,0,210,-5082.3125363730405,100.0
375,150,0,225,-5059.129468284837,100.0
376,146,1,229,-5053.0896216794,100.0
340,122,0,218,-5064.231193262526,100.0
344,127,2,215,-5039.12828491282,100.0
347,134,1,212,-5045.396107821079,100.0
443,195,2,246,-5017.877449361567,100.0
385,148,2,235,-5019.274364395016,100.0
395,173,1,221,-5017.248624667599,98.0
440,198,1,241,-5004.940107335596,92.0
421,187,0,234,-5012.929987995052,100.0
462,222,2,238,-5076.782263707728,100.0
526,266,1,259,-5005.231081942062,83.0
500,241,2,257,-5003.182392261526,96.0
507,251,1,255,-5001.150019752353,95.0
523,264,1,258,-5047.442683020328,95.0
651,368,3,280,-5026.714918231776,83.0
575,299,2,274,-5058.574211137326,100.0
411,186,1,224,-5037.960293286435,95.0
488,248,1,239,-5046.179803707439,100.0
508,259,2,247,-5051.396729368639,100.0
511,263,4,244,-5012.636809639336,100.0
441,210,1,230,-5025.247562292119,100.0
636,361,4,271,-5230.038729214315,79.0
614,374,0,240,-1543.509974332829,0.0
865,527,3,335,-5051.45917978511,86.0
572,328,3,241,-5063.471742998601,78.0
413,196,4,213,-5008.548587519278,99.0
341,123,0,218,-5004.23573480551,100.0
302,87,1,214,-5001.694684795411,100.0
295,86,0,209,-5023.403020050292,100.0
331,110,1,220,-5022.341148420034,99.0
345,126,0,219,-5055.449789725633,100.0
323,115,1,207,-5048.984820508513,100.0
331,115,0,216,-5012.947269383288,100.0
317,104,0,213,-5002.90746746496,100.0
376,151,0,225,-5022.652844515861,100.0
382,150,1,231,-5073.638537497371,100.0
358,136,0,222,-5049.90953946833,100.0
330,130,4,196,-5049.887105394496,100.0
447,203,1,243,-5041.825885646303,99.0
461,214,1,246,-5042.251294788464,95.0
390,169,1,220,-5020.965735252278,100.0
400,165,1,234,-5061.038987669469,100.0
389,156,1,232,-5056.34747716944,100.0
393,165,0,228,-5004.398427930794,99.0
471,234,1,236,-5049.087740981248,100.0
511,256,3,252,-5006.093631364158,99.0
539,278,3,258,-5026.236190723581,100.0
441,213,3,225,-5006.1098584717265,100.0
364,162,3,199,-5068.0134780751005,100.0
467,231,1,235,-5078.897552255511,100.0
468,225,0,243,-5034.072268729724,82.0
449,207,3,239,-5044.166411669562,100.0
372,150,2,220,-5037.252211690758,100.0
335,118,0,217,-5032.719199384576,100.0
331,122,1,208,-5022.537678661442,100.0
289,81,0,208,-5047.338813138724,100.0
285,85,1,199,-5002.4012913310535,100.0
326,106,1,219,-5036.368053176456,100.0
320,106,0,214,-5059.8396262238275,100.0
396,164,3,229,-5078.580613874709,100.0
383,151,1,231,-5058.378031098888,100.0
404,174,0,230,-5029.678195357731,86.0
445,202,1,242,-5047.289943052029,97.0
530,277,2,251,-5068.263166498467,78.0
441,211,3,227,-5065.773090760604,97.0
407,176,0,231,-5025.706711794918,100.0
383,171,2,210,-5010.513441688992,100.0
437,200,0,237,-5058.895678130925,98.0
467,221,3,243,-5058.135879417795,100.0
355,160,4,191,-5272.641303967302,82.0
450,196,3,251,-5041.355073383066,100.0
374,157,1,216,-5056.385168523241,100.0
388,161,0,227,-5027.644120319055,100.0
321,114,1,206,-5042.110679397087,100.0
280,74,1,205,-5749.095758054653,95.0
278,73,0,205,-5007.045528435453,100.0
311,99,0,212,-5018.405808433978,100.0
343,120,1,222,-5026.681657226498,99.0
303,114,3,186,-5040.843862314498,100.0
369,146,0,223,-5009.7492144300495,96.0
364,142,0,222,-5013.330890422069,100.0
384,163,6,215,-5022.803220975529,100.0
420,186,0,234,-5075.942581761746,100.0
410,187,3,220,-5036.965867729949,95.0
386,166,1,219,-5057.6825009537515,100.0
352,127,1,224,-5039.224488043334,100.0
304,107,2,195,-5072.964816285624,100.0
284,77,0,207,-5054.947295029965,100.0
327,107,1,219,-5035.200749063016,100.0
418,193,1,224,-5009.232388190727,93.0
599,330,4,265,-4298.283667476589,-2.0
432,203,1,228,-5054.389796667856,100.0
369,141,1,227,-5056.855125343645,96.0
384,165,1,218,-5028.388543363403,100.0
399,174,4,221,-5042.570250914965,100.0
429,195,0,234,-5023.058176942325,75.0
274,121,1,152,-422.6800973967884,0.0
316,152,1,163,-669.7973715977538,0.0
363,191,2,170,10.286794627053474,-2.0
417,191,1,225,-5072.473967490557,100.0
499,252,2,245,-5017.265459277682,100.0
375,151,0,224,-5007.2369646875295,90.0
337,120,0,217,-5069.99575563387,100.0
338,111,2,225,-5005.855102282152,93.0
301,91,0,210,-5004.691758587217,100.0
326,111,0,215,-5042.55129554486,100.0
268,73,3,192,-5052.793334474277,100.0
378,150,3,225,-5010.473642792246,100.0
472,221,4,247,-5001.288894925477,88.0
430,220,5,205,206.33618772297524,-2.0
369,148,2,219,-5022.363067993603,100.0
363,148,1,214,-5035.936291686932,99.0
344,129,4,211,-5072.937693858907,100.0
314,147,1,166,182.58048992417085,-1.0
373,156,1,216,-5007.332890490744,100.0
282,132,1,149,36.75205695593604,0.0
245,96,0,149,85.40559944711649,0.0
338,123,2,213,-5034.928394996334,92.0
395,153,5,237,-5070.82198460344,100.0
245,92,1,152,175.90801838316835,0.0
291,90,1,200,-5034.560742958493,100.0
361,136,3,222,-5049.902526371437,100.0
290,124,2,164,289.14326705802597,-2.0
255,101,1,153,287.95386873246014,-2.0
392,167,2,223,-5034.956571349359,100.0
250,104,0,146,492.75688058354024,-1.0
259,110,2,147,-1030.725511794799,0.0
256,119,3,134,-593.0311889381921,-1.0
310,152,2,156,323.49919883436223,0.0
393,214,1,178,625.8425300321727,-1.0
312,152,0,160,360.9893417464999,0.0
350,173,2,175,431.5105122655633,0.0
417,193,3,221,-5033.591764225261,100.0
262,109,2,151,-160.7390480624245,0.0
357,149,7,201,-5024.980126084922,91.0
380,161,1,218,-5035.359700476032,100.0
270,80,2,188,-5040.744221400142,100.0
293,87,2,204,-5008.996745194205,100.0
344,122,3,219,-5041.10025558391,100.0
241,57,2,182,-5013.503035575455,100.0
343,127,2,214,-5038.952818119251,94.0
299,96,1,202,-5062.884453863271,100.0
355,131,3,221,-5051.93340546579,91.0
405,169,1,235,-5009.596809235402,100.0
366,138,1,227,-5001.813985255369,100.0
296,96,3,197,-5056.079822425587,100.0
294,87,2,205,-5050.933717184143,100.0
318,111,1,206,-5075.601899864342,100.0
305,101,1,203,-5067.353440803488,100.0
323,116,1,206,-5023.060815473406,99.0
332,117,2,213,-5074.604800366106,100.0
293,86,2,205,-5082.422954695243,100.0
307,96,0,211,-5014.779241736995,99.0
282,78,2,202,-5027.7058259656205,100.0
281,77,2,202,-5033.877707351411,100.0
331,122,1,208,-5044.270248002134,100.0
341,144,3,194,-5024.251033146352,99.0
428,189,3,236,-5050.1506476909135,100.0
341,170,3,168,149.12168984040594,0.0
479,228,1,250,-5004.165151602456,100.0
382,152,3,227,-5062.440496784232,100.0
347,135,1,211,-5009.2897606968245,93.0
324,116,1,207,-5060.135948145476,100.0
332,118,2,212,-5029.953800870562,100.0
254,67,2,185,-5012.530546431891,100.0
266,77,2,187,-5037.774479925774,100.0
385,158,0,227,-5048.8836832209045,100.0
369,161,4,204,-5068.868254880601,100.0
335,171,1,163,-274.547357084039,-2.0
355,134,0,221,-5034.235331800918,100.0
297,90,2,205,-5018.900936773953,100.0
320,106,0,214,-5037.577446304352,100.0
313,107,1,205,-5060.650740006456,100.0
324,116,1,207,-5029.97679093784,100.0
248,57,3,188,-5053.856812095406,100.0
299,89,0,210,-5053.845699035162,100.0
307,96,0,211,-5001.549377245449,99.0
337,122,2,213,-5021.350917099582,100.0
366,142,5,219,-5009.29655197237,100.0
357,138,2,217,-5017.740680582898,99.0
418,185,0,233,-5002.37608238397,100.0
371,149,2,220,-5005.094661139738,100.0
336,126,1,209,-5051.6415525777165,100.0
316,98,1,217,-5041.0450636177675,100.0
308,87,2,219,-5003.326989890776,100.0
301,91,0,210,-5027.942996999739,100.0
343,174,2,167,-151.20692634046856,-1.0
381,171,4,206,-5014.355586272871,100.0
385,165,1,219,-5025.243202948928,100.0
354,140,1,213,-5074.006685480653,100.0
339,114,4,221,-5000.253641318364,100.0
296,89,2,205,-5026.369133612929,100.0
314,108,1,205,-5077.6578254160295,98.0
346,117,2,227,-5033.92052633968,100.0
308,97,0,211,-5000.066503941418,100.0
329,118,4,207,-5034.3324588368405,100.0
500,240,4,256,-5347.750688577463,66.0
458,212,1,245,-5005.039968836557,100.0
438,191,2,245,-5034.512528097506,95.0
291,133,1,157,614.0546773187631,-1.0
316,103,0,213,-5022.464634583093,100.0
277,81,3,193,-5039.036602074518,100.0
400,173,2,225,-5080.094822689517,100.0
511,258,3,250,-3736.118965362434,0.0
444,233,1,210,-1677.619594712496,-2.0
612,347,2,263,-4582.568514361746,-2.0
346,151,5,190,-5014.521432063249,100.0
519,272,2,245,-3421.703422152349,0.0
367,146,2,219,-5067.72433550105,100.0
317,114,3,200,-5015.333365667246,100.0
358,132,1,225,-5076.414616065239,100.0
394,167,0,227,-5051.953226245052,82.0
348,157,0,191,-2177.26593466719,0.0
486,231,2,253,-5023.534165092584,99.0
286,131,2,153,-1157.1048011552843,0.0
348,157,2,189,-1071.7720752190855,-1.0
494,253,3,238,-4117.94084794459,0.0
432,189,3,240,-5434.44544689591,95.0
341,118,1,222,-5033.1398415678095,100.0
301,91,0,210,-5049.710509301033,100.0
276,71,0,205,-5053.738138536154,100.0
396,169,0,227,-5024.321325827906,59.0
343,132,1,210,-5043.711209323248,92.0
376,152,0,224,-5072.233690824945,94.0
298,103,2,193,-5035.637060634848,92.0
313,108,1,204,-5046.456320964616,100.0
323,111,2,210,-5028.619977611523,100.0
298,84,1,213,-5025.654709127076,100.0
373,134,3,236,-5040.066873100937,100.0
287,80,0,207,-5006.099440465341,100.0
263,61,0,202,-5007.229687299364,100.0
240,44,2,194,-5069.587106202381,100.0
247,48,0,199,-5027.577808083705,100.0
241,43,0,198,-5054.742090489054,100.0
272,70,2,200,-5062.561430127486,100.0
274,81,2,191,-5338.828927222162,85.0
310,99,0,211,-5015.250481852747,100.0
286,80,0,206,-5001.1434273968935,100.0
342,125,0,217,-5012.757978529697,92.0
254,68,2,184,-5014.838045081336,100.0
293,92,1,200,-5040.391056363435,100.0
353,128,1,224,-5046.8489422161365,100.0
372,149,0,223,-5026.431596182794,100.0
348,148,0,200,-3168.422252067581,0.0
339,122,0,217,-5068.7401977942045,95.0
541,282,3,256,-5045.992728094953,46.0
378,160,1,217,-5029.3058320155205,100.0
387,160,0,227,-5011.891910449613,99.0
228,96,1,131,761.5039140275319,0.0
309,151,0,158,495.3792983384128,-1.0
235,100,1,134,596.0890675735594,-1.0
301,147,3,151,1044.1431337501976,0.0
335,172,1,162,1052.4866356167058,-1.0
338,167,4,167,1810.3948587744578,0.0
281,150,2,129,1248.4780747334391,-1.0
372,201,3,168,772.2203974761202,-2.0
412,177,3,232,-5038.161992821402,99.0
356,168,5,183,-263.845504803143,-2.0
504,225,8,271,-5053.3489831980605,100.0
258,64,1,193,-5004.0479743885235,100.0
289,83,2,204,-5076.904061092905,100.0
310,98,0,212,-5074.92326902248,100.0
341,118,1,222,-5046.225918311382,100.0
263,67,1,195,-5081.617846104923,100.0
373,144,1,228,-5055.422200541622,100.0
339,117,1,221,-5051.164300277942,100.0
307,96,0,211,-5011.452712846029,100.0
365,145,2,218,-5043.8366434129875,99.0
275,74,4,197,-5076.168456580788,100.0
279,73,0,206,-5059.441848172061,100.0
240,42,0,198,-5077.145902400845,100.0
247,55,1,191,-5014.401341667888,100.0
237,47,1,189,-5015.148639938847,100.0
251,58,1,192,-5059.575218547963,100.0
284,78,0,206,-5016.7117823340295,100.0
295,87,0,208,-5037.288991312254,99.0
374,150,0,224,-5052.373173057329,100.0
341,124,0,217,-5049.318440451089,100.0
307,138,2,167,-923.0445643741739,-2.0
366,167,3,196,-2340.1634144106333,-1.0
408,184,1,223,-5074.139313639087,88.0
392,165,0,227,-5008.266554436541,89.0
343,132,1,210,-5033.562185638393,99.0
295,81,1,213,-5067.184449414921,100.0
259,57,0,202,-5048.009219398425,100.0
253,53,0,200,-5001.3325189112165,100.0
214,23,2,189,-5051.342484296963,100.0
242,44,0,198,-5005.975494426968,100.0
241,43,0,198,-5015.1938705060575,100.0
225,30,0,195,-5043.957370362517,100.0
235,45,1,189,-5043.825176716519,100.0
297,88,0,209,-5046.6352038098275,100.0
275,70,0,205,-5081.803106304446,100.0
209,65,0,144,-158.87095849145723,-2.0
237,85,0,152,-399.6678693147826,-2.0
311,106,1,204,-5063.98275126273,100.0
356,136,0,220,-5010.49160605114,86.0
327,112,0,215,-5044.339665030084,100.0
378,155,2,221,-5043.507599168768,100.0
241,93,2,146,-118.12845719011924,-2.0
459,217,5,237,-5007.172341198263,99.0
284,123,2,159,665.5148420517526,-2.0
351,134,2,215,-5043.937307545977,78.0
483,233,1,249,-5077.5239312107315,55.0
306,132,0,174,-1242.335093750873,-1.0
366,144,0,222,-5005.902217950018,100.0
368,153,1,214,-5030.76697524271,100.0
409,179,0,230,-5021.108048646264,82.0
363,150,1,212,-5002.841559049637,63.0
441,205,0,236,-5016.476653803621,61.0
229,81,1,147,-879.6927115010789,-1.0
288,123,2,163,-876.0530465970298,0.0
273,111,0,162,-681.1173946891562,0.0
359,171,3,185,-2558.8875054477435,0.0
252,105,0,147,429.79069641790716,-1.0
314,109,1,204,-5040.2531746669965,98.0
365,144,0,221,-5011.438539443916,93.0
287,80,0,207,-5072.181098274928,94.0
258,64,1,193,-5022.769231822626,100.0
348,137,1,210,-5003.506917379163,100.0
424,193,2,229,-5081.229503630462,89.0
371,167,1,203,-3828.0373928445174,0.0
358,138,0,220,-5019.856608262617,100.0
446,209,0,237,-5050.809463194041,31.0
400,166,1,233,-5022.989705845041,100.0
372,149,0,223,-5051.204295543561,90.0
272,68,0,204,-5025.200587935126,100.0
349,130,0,219,-5058.634091581481,97.0
283,98,3,182,-5079.654753213781,98.0
313,101,0,212,-5028.911648944023,100.0
275,77,1,197,-5060.10401437544,100.0
307,97,1,209,-5628.476308417827,95.0
337,115,1,221,-5030.504575463535,100.0
342,124,0,218,-5048.1949274907165,100.0
302,92,0,210,-5046.475980307653,100.0
318,105,0,213,-5014.566859990104,100.0
355,135,0,220,-5043.792577300549,97.0
310,98,0,212,-5077.5776996464865,100.0
383,158,0,225,-5006.263611838501,90.0
286,81,2,203,-5035.070615608888,100.0
442,205,0,237,-5039.258058345313,100.0
451,207,1,243,-5064.565049697802,100.0
446,216,1,229,-5038.877725372215,51.0
224,86,0,138,762.7825237884136,0.0
198,66,1,131,134.16188945698255,-2.0
313,137,0,176,-1321.5393420784526,-1.0
440,210,1,229,-5080.965832230713,53.0
292,122,0,170,-1138.2695310905658,-2.0
209,72,0,137,552.5317845505697,0.0
479,235,0,244,-5045.218068693829,77.0
318,134,0,184,-2066.2186147314997,0.0
398,186,0,212,-3374.927123174332,-2.0
340,138,2,200,-5022.834117098197,57.0
396,169,0,227,-5022.073717006936,63.0
409,179,0,230,-5063.813381195551,81.0
412,202,0,210,-2836.9512575183985,-2.0
369,146,0,223,-5047.059306487084,100.0
291,83,0,208,-5067.145677995337,100.0
330,115,0,215,-5012.734190196664,89.0
276,71,0,205,-5064.355100713712,100.0
298,89,0,209,-5040.314101155508,100.0
302,92,0,210,-5059.942378293632,100.0
307,97,0,210,-5001.557115730042,98.0
299,85,1,213,-5024.704445785183,100.0
309,98,0,211,-5037.078494493314,97.0
290,83,0,207,-5022.27071847788,100.0
291,83,0,208,-5065.9267187285795,100.0
285,79,0,206,-5005.452254400063,99.0
344,121,1,222,-5037.012023392689,99.0
336,123,1,212,-5445.613475970399,65.0
390,163,0,227,-5059.630494707253,100.0
259,101,0,158,-566.0969249235105,-2.0
413,182,0,231,-5050.306345385028,100.0
447,214,1,232,-4082.2587719329,-2.0
388,162,0,226,-5016.856354283993,100.0
441,205,0,236,-5003.659688240317,63.0
318,105,0,213,-5034.980292432793,100.0
440,213,0,227,-4117.760182918576,0.0
293,85,0,208,-5035.596830984842,100.0
318,106,0,212,-5021.7763900157815,77.0
366,168,0,198,-2559.8636573812364,-1.0
366,144,0,222,-5051.040101338915,100.0
388,162,0,226,-5045.133402439352,98.0
421,189,0,232,-5035.393789749438,72.0
454,215,0,239,-5009.780888140772,80.0
407,177,0,230,-5068.561949427039,81.0
400,174,2,224,-5019.19632356575,72.0
387,162,0,225,-5014.58491964755,83.0
363,142,0,221,-5011.712656259753,100.0
386,160,0,226,-5054.935088382621,100.0
324,110,0,214,-5060.333810833447,100.0
322,115,1,206,-5070.146803058232,100.0
427,193,0,234,-5038.080910276477,86.0
356,136,0,220,-5018.39113985704,100.0
434,199,0,235,-5066.345461740284,73.0
421,200,0,221,-3880.6776108597865,-2.0
382,157,0,225,-5037.412087630919,100.0
402,168,1,233,-5059.008843489809,73.0
306,95,0,211,-5071.964992175849,100.0
292,85,0,207,-5003.847848913405,85.0
269,65,0,204,-5034.27137707833,100.0
284,79,2,203,-5040.32811297054,100.0
275,70,0,205,-5047.5317652677495,100.0
272,67,0,205,-5071.714135798282,100.0
249,56,1,192,-5037.128032992696,100.0
286,86,1,199,-5013.2333619779765,100.0
265,62,0,203,-5079.385348952898,100.0
230,34,0,196,-5057.272081267801,100.0
244,46,0,198,-5009.980505578718,100.0
285,74,1,210,-5047.515944689969,99.0
281,76,0,205,-5029.071005960124,84.0
281,83,1,197,-5035.552819052806,100.0
302,93,0,209,-5042.746867528772,98.0
272,69,0,203,-5004.081594425384,98.0
287,81,0,206,-5015.233684687528,100.0
271,68,0,203,-5017.049117165388,99.0
315,104,0,211,-5036.062927361552,44.0
326,130,0,196,-3231.0638138060135,0.0
415,187,1,227,-4296.970245268424,-1.0
382,153,1,228,-5008.961516199765,70.0
311,100,0,211,-5054.506556439016,98.0
336,121,0,215,-5013.930457628115,83.0
289,82,0,207,-5050.949046578191,100.0
342,125,0,217,-5045.490835930289,88.0
332,124,1,207,-5002.4120220600935,100.0
269,66,0,203,-5010.624106808373,100.0
339,117,1,221,-5014.375430607948,100.0
222,81,2,139,211.7842304526479,-2.0
449,210,0,239,-5053.811003426181,100.0
485,234,1,250,-5055.047217271791,100.0
441,204,0,237,-5025.9601264044295,100.0
415,183,0,232,-5024.411345930561,100.0
422,183,1,238,-5076.593840374948,100.0
394,194,1,199,-1559.1136978177412,0.0
468,228,2,238,-5034.704934407471,81.0
392,187,1,204,-2153.236072353701,-1.0
404,203,0,201,-2018.198901490809,-2.0
386,191,0,195,-1747.8837445422482,0.0
269,100,0,169,-1496.7426459883272,-2.0
406,176,0,230,-5060.470827577249,100.0
386,155,1,230,-5077.120457037323,91.0
438,211,3,224,-5019.40379902546,66.0
338,148,0,190,-2287.4408385118777,-2.0
227,80,1,146,-817.3164956191505,-2.0
331,110,1,220,-5066.720944929613,100.0
282,76,0,206,-5075.865936851517,98.0
304,94,0,210,-5050.5811420382815,100.0
307,96,0,211,-5074.001026850564,100.0
356,136,0,220,-5041.559611561466,93.0
361,135,1,225,-5009.417974438463,99.0
422,184,1,237,-5068.559853855581,100.0
509,257,1,251,-4837.558629856666,-1.0
380,155,0,225,-5014.550980284605,100.0
392,162,3,227,-5011.430740681144,97.0
271,81,2,188,-5078.036532266,100.0
303,93,0,210,-5011.681816143875,100.0
303,100,1,202,-5046.136978577565,99.0
288,88,1,199,-5019.213680920328,100.0
286,86,1,199,-5053.643844187431,100.0
314,99,3,212,-5028.665171931512,100.0
343,133,1,209,-5011.2184671631785,88.0
452,213,0,239,-5014.433772579923,100.0
397,176,1,220,-5022.797284143901,100.0
243,101,0,142,739.4877713427028,-2.0
362,174,1,187,-2288.642708481268,-1.0
439,202,0,237,-5030.270634395169,100.0
348,136,1,211,-5000.661357187691,100.0
445,209,2,234,-5012.603227379642,100.0
427,188,1,238,-5000.598295084308,76.0
323,123,2,198,-5058.488325924921,100.0
312,100,0,212,-5067.728183729345,100.0
264,169,5,90,4870.758922423913,-2.0
19,17,1,1,9498.677049706788,-1.0
23,19,3,1,9182.857769031689,-2.0
20,19,0,1,10320.259124442955,-2.0
20,19,0,1,10320.239087410537,-2.0
