days_alive,work_days,spec_days,rest_days,final_cash,final_happiness
348,144,9,195,-5007.264122281383,100.0
495,220,15,260,-5052.015976705533,100.0
291,108,7,176,-5016.570590362502,78.0
310,126,4,180,-5014.156353133828,100.0
398,188,6,204,-5026.814472974215,36.0
487,254,7,226,-5024.424884979744,32.0
660,365,8,287,-5036.652195916676,16.0
482,248,5,229,-5024.701983656196,51.0
513,264,2,247,-5036.926665685805,79.0
451,206,1,244,-5045.672009118781,94.0
376,160,3,213,-5032.368331474106,99.0
346,148,3,195,-5057.262505858724,92.0
430,200,6,224,-5078.961921426809,100.0
395,165,5,225,-5024.397355915578,99.0
366,160,3,203,-5452.794099770359,92.0
346,136,3,207,-5061.972314541153,100.0
422,185,3,234,-5050.555517502424,100.0
395,165,5,225,-5036.370312609615,100.0
467,213,7,247,-5069.7403096543285,100.0
499,249,6,244,-5633.19094633691,88.0
634,341,7,286,-5695.740908963608,71.0
364,172,6,186,-5015.88832636164,90.0
355,158,5,192,-5031.928454283426,94.0
396,171,4,221,-5015.03355342638,91.0
340,156,4,180,-664.7024501514826,0.0
462,233,5,224,-5050.999335618468,68.0
534,298,13,223,-5014.583476928599,80.0
354,138,5,211,-5683.53981241257,95.0
315,109,1,205,-5067.861417911348,100.0
266,81,6,179,-5043.62580909981,99.0
328,116,4,208,-5022.904541042259,97.0
324,109,5,210,-5015.693393024774,100.0
388,169,8,211,-5062.2720178378295,100.0
477,223,9,245,-5045.438466844047,84.0
491,225,6,260,-5027.793603407748,94.0
472,212,8,252,-5051.678244903211,100.0
364,140,5,219,-5041.930384384693,100.0
356,143,8,205,-5053.630616333377,100.0
298,110,3,185,-5015.493988321278,98.0
436,183,13,240,-5021.451325675414,100.0
517,259,13,245,-5008.5492024944815,100.0
394,178,7,209,-5041.697427670317,100.0
324,133,9,182,-5398.114956889546,95.0
281,108,10,163,-5076.774931035335,100.0
442,192,12,238,-5057.63916982064,100.0
302,150,3,149,71.8077797882999,0.0
604,302,15,287,-5485.683155786208,91.0
531,278,10,243,-5644.475597243792,87.0
586,332,10,244,292.1886340591721,-1.0
623,328,11,284,-5028.779754365191,100.0
387,180,8,199,-5080.470627081615,100.0
474,219,9,246,-5188.580260869423,85.0
367,172,4,191,-5008.865331131098,91.0
534,279,7,248,-5006.046287839453,96.0
360,167,6,187,-5063.009811979831,94.0
339,144,5,190,-5077.172659155413,95.0
375,160,3,212,-5012.760334626971,100.0
523,274,9,240,-5047.066844034461,44.0
432,245,7,180,-1171.2037050236918,-1.0
430,245,2,183,93.24275759444609,-1.0
306,152,4,150,433.3442453808865,-1.0
344,162,4,178,795.9161808109808,0.0
409,224,5,180,1139.3130272883893,0.0
351,176,1,174,-1064.3093134437997,-1.0
398,207,5,186,-2110.860680676474,0.0
538,289,3,246,-4127.659822375644,-2.0
364,184,5,175,-1686.0389678096988,-1.0
506,267,12,227,-5048.197321715046,100.0
533,265,7,261,-5022.8778848022175,100.0
392,202,2,188,-13.649637714716045,0.0
441,205,7,229,-5044.010799835265,85.0
403,195,9,199,-5405.799378037618,95.0
508,259,9,240,-5053.112457363415,99.0
321,154,1,166,348.06214836779014,-1.0
410,192,8,210,-5673.109358070522,85.0
326,125,2,199,-5043.643362751714,100.0
378,140,5,233,-5018.427597967238,100.0
351,131,0,220,-5079.77435634946,100.0
325,108,3,214,-5015.997591746478,88.0
280,85,5,190,-5080.73397977203,100.0
341,131,1,209,-5001.031679719402,100.0
333,133,4,196,-5072.017640100404,100.0
306,102,1,203,-5035.746447209343,100.0
335,133,2,200,-5009.258172827578,99.0
237,98,2,137,711.5337429604033,0.0
386,168,3,215,-5037.410813774144,100.0
319,113,1,205,-5010.397294256062,99.0
298,111,4,183,-5593.011536673661,95.0
430,211,4,215,-5027.811465693581,100.0
499,242,4,253,-5055.125361222521,100.0
467,225,7,235,-5041.956993847844,100.0
452,220,3,229,-5075.133015598603,100.0
454,219,3,232,-5299.086269190822,95.0
401,173,2,226,-5016.097311827452,100.0
400,167,3,230,-5051.270835802832,100.0
313,147,1,165,257.08483054379445,-1.0
392,155,2,235,-5004.786942901013,100.0
421,195,1,225,-5039.185627202923,91.0
422,219,1,202,-2575.6032793365493,-1.0
365,181,2,182,-4.832666552121286,-2.0
471,220,4,247,-5028.946675058552,100.0
422,229,5,188,573.1594991475494,0.0
531,284,3,244,-5035.043676774258,98.0
434,203,6,225,-5024.505252857545,96.0
268,131,2,135,361.21318785487813,0.0
365,202,3,160,234.76567976572426,-1.0
463,241,8,214,-5070.503888879872,57.0
400,176,6,218,-5031.566774101057,100.0
295,96,3,196,-5013.4132247581965,96.0
269,77,5,187,-5008.624815483041,100.0
354,115,11,228,-5009.427449855216,92.0
339,112,7,220,-5025.994503711822,93.0
305,97,2,206,-5044.1636612945085,99.0
283,93,4,186,-5033.194271364731,100.0
355,130,1,224,-5047.797808892341,100.0
271,84,4,183,-5003.430021472946,99.0
342,115,2,225,-5001.844144967591,89.0
304,103,3,198,-5058.689936880232,96.0
273,71,2,200,-5001.162634938338,100.0
306,91,5,210,-5395.52761959875,92.0
342,149,3,190,-3491.844396524741,0.0
346,126,5,215,-5026.785187039128,100.0
475,204,8,263,-5019.884812136891,98.0
340,121,4,215,-5668.424667447084,95.0
350,127,8,215,-5049.014350959308,100.0
352,134,2,216,-5070.999023142539,100.0
274,74,4,196,-5022.81537757281,100.0
228,49,4,175,-5000.315363166039,99.0
297,87,5,205,-5042.647066469587,100.0
280,63,7,210,-5037.47223117589,100.0
292,86,2,204,-5053.402339099735,100.0
283,88,5,190,-5040.838508187795,95.0
336,126,6,204,-5028.853244707535,100.0
415,182,5,228,-5061.027746741652,100.0
487,236,6,245,-5052.909003845369,82.0
427,214,10,203,-5014.892075221531,92.0
395,211,9,175,-1924.3339306992211,0.0
443,225,15,203,-3834.2306806028287,0.0
508,265,6,237,-5007.5853590214865,87.0
368,161,9,198,-4909.527744816176,0.0
268,115,1,152,-534.2376873373398,0.0
506,264,5,237,-4229.39482229835,-2.0
442,218,9,215,-5004.994698849052,87.0
496,261,2,233,-5045.70788209429,97.0
458,235,4,219,-3739.8219700868462,0.0
424,229,5,190,474.46121418062705,0.0
374,199,6,169,726.9074118283911,0.0
603,325,8,270,-5548.054267633626,89.0
437,239,3,195,-1859.431320316685,-1.0
294,145,3,146,205.67421730354457,-2.0
509,245,5,259,-5074.012240987715,95.0
402,198,4,200,-5352.081818429749,51.0
355,149,9,197,-5011.235103297458,81.0
426,186,6,234,-5041.594188115575,100.0
345,159,4,182,-2142.7586164137665,-2.0
355,135,9,211,-5283.071796176019,85.0
359,155,5,199,-5627.328445592467,89.0
384,165,6,213,-5001.988891041839,100.0
268,85,3,180,-5081.622554742052,100.0
257,65,3,189,-5041.021413573369,100.0
303,91,5,207,-5077.349773525398,100.0
351,133,2,216,-5003.247676572195,100.0
350,143,7,200,-5073.820354921149,86.0
326,122,5,199,-5059.232558279757,100.0
360,128,2,230,-5060.582820686529,77.0
287,90,5,192,-5120.01161591571,95.0
290,103,7,180,-5441.53498736019,84.0
329,129,4,196,-5026.383842164767,100.0
377,157,4,216,-5029.376748743919,100.0
325,137,9,179,-5081.956453040457,83.0
424,187,3,234,-5028.911459965,96.0
454,212,3,239,-5004.44680661356,82.0
519,276,3,240,-5034.45232538639,48.0
413,185,4,224,-5016.969375889986,97.0
411,170,4,237,-5070.854336030537,100.0
403,175,2,226,-5060.689651774576,100.0
439,200,3,236,-5026.0472739055585,79.0
317,118,2,197,-5034.699222662634,100.0
441,211,1,229,-5061.51900366041,66.0
403,182,3,218,-5033.315841874205,82.0
643,358,4,281,-5004.897004996095,53.0
566,295,4,267,-5054.7650115378065,91.0
529,265,2,262,-5042.115837615527,38.0
417,192,1,224,-5019.484734993922,100.0
289,116,5,168,-5048.745377992467,100.0
452,210,7,235,-5244.999622712441,95.0
515,270,3,242,-5060.020223975647,98.0
418,199,2,217,-5008.760274686963,87.0
403,173,0,230,-5021.22913443662,100.0
299,93,4,202,-5057.136596906513,100.0
356,131,1,224,-5069.049288799374,100.0
324,105,1,218,-5006.825283456182,100.0
344,121,1,222,-5080.966811249849,100.0
410,161,6,243,-5051.43159010857,77.0
404,188,3,213,-4659.040557140668,0.0
505,237,4,264,-5012.491374815798,65.0
372,186,3,183,-810.8475512838002,-1.0
454,236,7,211,-2883.7260682372166,0.0
425,223,1,201,-2380.3016776913546,-1.0
431,207,5,219,-5070.360044210351,74.0
475,233,2,240,-5006.6734964281895,100.0
568,303,5,260,-5032.194768731655,90.0
59,42,1,16,8833.709199209114,-1.0
481,261,6,214,-5299.372750457737,92.0
535,285,6,244,-5006.677698139807,86.0
52,39,0,13,9790.946770229522,-2.0
41,32,0,9,9960.4227871241,-1.0
29,25,1,3,10710.392315016888,0.0
36,29,0,7,10056.005133675093,-2.0
22,20,0,2,10262.139102562385,0.0
22,20,0,2,10262.199207651132,0.0
43,34,1,8,10503.522226341465,-2.0
26,20,2,4,8545.304401087229,0.0
36,29,0,7,10056.225414787541,-2.0
24,19,2,3,8601.875278527123,-2.0
36,29,0,7,10055.493975304395,-2.0
35,27,1,7,9232.726625110045,-1.0
58,42,2,14,9418.150721230206,-1.0
35,27,1,7,9234.679030788544,-1.0
46,35,0,11,9865.604918093286,0.0
17,17,0,0,10357.319770063596,-1.0
24,20,1,3,9402.606298497727,0.0
22,20,0,2,10262.149118574387,0.0
25,22,0,3,10225.210097012634,-1.0
22,20,0,2,10262.329378759572,0.0
38,30,0,8,9997.84188559972,0.0
25,22,0,3,10225.270234146617,-1.0
22,20,0,2,10262.399427775683,0.0
51,37,1,13,8968.145236284668,-1.0
25,22,0,3,10225.190131077681,-1.0
30,25,0,5,10130.394054072487,0.0
46,35,0,11,9865.475001591096,0.0
29,25,1,3,10709.951370027502,0.0
22,20,0,2,10262.41944478148,0.0
37,30,1,6,10578.705600369361,0.0
36,29,0,7,10055.684312591726,-2.0
38,30,0,8,9997.98231818054,0.0
40,32,1,7,10541.901412790301,-1.0
41,32,0,9,9961.074460304631,-1.0
44,34,0,10,9922.812121393436,-2.0
51,36,2,13,8167.343566578842,-3.0
111,75,2,34,8522.334164242857,0.0
47,35,2,10,9587.00616262147,0.0
70,49,1,20,8666.02477933733,-2.0
83,57,4,22,8738.835080090332,-1.0
62,47,3,12,11306.283341077897,-1.0
68,47,3,18,8416.734853844287,-1.0
123,77,5,41,4441.896387704286,-1.0
120,79,2,39,6994.395737301348,-2.0
30,25,0,5,10130.033499600007,0.0
76,52,6,18,8589.821135828195,-1.0
549,305,35,209,-5037.743391214659,89.0
422,221,27,174,-5011.616990620307,100.0
329,179,11,139,-5018.911804796802,42.0
519,294,23,202,-5018.441533451845,90.0
538,306,24,208,-5059.211386336715,77.0
397,220,28,149,-5059.370969550869,91.0
515,265,16,234,-5030.506750120831,100.0
447,249,11,187,-5030.818881414152,100.0
393,221,8,164,-5017.975458951787,94.0
589,335,9,245,-5070.07776277029,77.0
597,355,7,235,-5050.261754594639,73.0
608,360,12,236,-5073.572897934124,55.0
592,330,6,256,-5022.84999002367,88.0
547,286,3,258,-5008.727401502374,71.0
415,197,6,212,-5404.425233186879,92.0
341,146,5,190,-5070.43973430073,98.0
498,240,9,249,-5062.2119673758925,100.0
393,173,8,212,-5011.576461054034,100.0
517,270,4,243,-5053.4721646031585,52.0
501,255,4,242,-5073.0299255702885,100.0
525,271,8,246,-5743.80027969955,95.0
676,400,8,268,-5052.592013548993,100.0
133,89,2,42,8178.939179324644,-2.0
631,375,8,248,-5029.948614516787,62.0
255,162,2,91,4563.063175492486,0.0
731,434,5,292,-5056.396265659568,63.0
73,52,0,21,9430.669104184488,-1.0
433,267,6,160,4117.6391685989365,0.0
811,488,2,321,-5068.0976669146685,66.0
644,360,6,278,-5012.620808219015,100.0
401,199,4,198,-5056.361045028464,100.0
387,197,7,183,-5076.7226792397305,77.0
461,249,6,206,-5010.126188692243,82.0
619,347,3,269,-5776.097159860325,95.0
552,300,3,249,-5050.491766861205,85.0
585,333,9,243,-5033.014576669518,79.0
378,212,2,164,907.2238114810577,-1.0
525,319,3,203,477.0200396907873,-1.0
792,457,10,325,-5022.5808554684845,93.0
530,307,8,215,-5014.500615448611,60.0
592,328,4,260,-5045.45682534044,79.0
710,416,5,289,-5012.111518219901,100.0
509,257,0,252,-5069.393613050062,92.0
383,165,3,215,-5079.400148828164,100.0
397,165,3,229,-5015.262381142271,100.0
381,171,4,206,-5031.596181470002,100.0
490,221,6,263,-5299.476914417486,95.0
458,220,9,229,-5019.6454831497485,95.0
589,303,11,275,-5039.800649701548,82.0
619,320,17,282,-5043.16767735794,100.0
385,206,11,168,-5632.046921066707,52.0
453,227,7,219,-5026.729685449263,83.0
370,154,2,214,-5654.720413987169,66.0
436,196,3,237,-5068.370990051844,100.0
387,163,4,220,-5079.318510180801,100.0
436,199,5,232,-5008.56851287814,98.0
376,169,6,201,-5038.636377778062,100.0
418,187,2,229,-5016.441015712159,100.0
404,178,4,222,-5015.140750453628,55.0
396,181,2,213,-5057.3571008726185,100.0
451,215,4,232,-5063.864570027293,100.0
340,140,6,194,-5082.453555447086,100.0
395,174,1,220,-5014.691965774356,99.0
372,160,5,207,-5040.968669308523,100.0
383,161,4,218,-5023.840139171395,100.0
379,161,1,217,-5012.234245012136,100.0
458,212,1,245,-5072.657170792555,94.0
555,309,7,239,-5020.895582470246,44.0
587,339,3,245,-4116.298222087352,-2.0
584,325,3,256,-4180.7346467221705,-1.0
550,285,6,259,-5026.558067290519,67.0
640,389,7,244,-2319.5294956145935,0.0
427,261,4,162,1725.0997430398957,0.0
604,341,8,255,-5063.534803490628,78.0
541,288,6,247,-5057.66347742432,92.0
481,280,8,193,-1236.9829518416827,0.0
694,428,6,260,-2006.538175416379,-1.0
674,400,5,269,-3739.5505239905883,-2.0
542,334,7,201,-3770.265308045916,0.0
72,50,1,21,8605.012923799284,0.0
452,269,2,181,1976.1438777644505,-1.0
497,269,5,223,-5172.029037429944,78.0
454,220,1,233,-5060.14936247638,100.0
334,133,4,197,-5049.062360427289,100.0
404,188,2,214,-5012.245370267734,100.0
469,228,2,239,-5064.140876714082,96.0
405,204,4,197,-2377.529471372795,-1.0
457,210,1,246,-5059.304647222748,100.0
504,241,5,258,-5031.798233124216,92.0
400,177,1,222,-5047.622911175966,100.0
495,254,1,240,-5071.604688658996,84.0
500,251,0,249,-5052.582017261135,95.0
395,203,3,189,-2161.726840367638,0.0
592,316,4,272,-5055.6761034594265,82.0
440,225,0,215,-2758.8484520439642,-1.0
417,191,1,225,-5002.2457954084275,99.0
483,222,3,258,-5030.859632954165,93.0
335,118,0,217,-5081.469181453295,100.0
366,151,1,214,-5010.133167422931,100.0
380,164,3,213,-5047.252650757751,100.0
424,188,3,233,-5027.371253071361,47.0
497,252,2,243,-5010.596309390096,59.0
490,246,4,240,-5006.588821548228,80.0
465,225,2,238,-5072.683593284071,96.0
361,192,4,165,-2509.8645972158674,0.0
444,246,1,197,-1531.9512424210363,0.0
435,243,2,190,-1791.4359003026652,-2.0
606,344,2,260,-3082.1059829081705,-1.0
552,295,2,255,-5014.199591089587,68.0
512,268,3,241,-4000.48491105731,-1.0
417,193,3,221,-5044.532520407157,98.0
458,231,2,225,-2572.683490369364,-2.0
476,234,2,240,-5034.009357205559,79.0
436,196,3,237,-5004.373089944776,100.0
321,130,5,186,-5007.8259561208315,95.0
458,234,4,220,-5002.95039974206,60.0
274,142,2,130,1003.814735301228,-1.0
36,29,0,7,10055.794729241063,-2.0
100,69,0,31,8993.138854318302,-2.0
22,20,0,2,10262.149118574387,0.0
38,30,0,8,9997.631679519636,0.0
28,24,0,4,10188.049663369362,-2.0
54,40,0,14,9732.870777612967,0.0
25,22,0,3,10225.310299197241,-1.0
38,30,0,8,9997.52136411581,0.0
62,45,0,17,9600.63298194837,0.0
38,30,0,8,9997.621524197184,0.0
22,20,0,2,10262.179168615014,0.0
28,24,0,4,10188.139924674973,-2.0
36,29,0,7,10055.383664857363,-2.0
46,35,0,11,9865.25375222418,0.0
28,24,0,4,10188.360270940806,-2.0
36,29,0,7,10055.493885109872,-2.0
25,22,0,3,10225.200131060867,-1.0
46,35,0,11,9865.564486123028,0.0
72,52,1,19,10011.391420381222,-1.0
70,50,0,20,9467.55540234475,0.0
54,40,0,14,9733.282578160764,0.0
94,65,0,29,9068.70080060987,0.0
177,117,0,60,7690.567086029254,-1.0
28,24,0,4,10188.14990563093,-2.0
590,375,0,215,596.4736370252549,0.0
105,72,0,33,8898.012722496442,-1.0
594,335,3,256,-5051.1404256505175,62.0
498,244,1,253,-5003.934960512972,100.0
390,162,0,228,-5046.145838350354,100.0
274,69,0,205,-5043.910946004662,100.0
286,79,0,207,-5012.3663903567185,100.0
284,77,0,207,-5078.033056495243,100.0
320,106,0,214,-5071.65927133124,100.0
362,140,0,222,-5020.589943703068,100.0
412,177,3,232,-5039.254678875573,100.0
425,180,2,243,-5028.575951969424,100.0
327,114,2,211,-5057.61224518926,100.0
445,197,2,246,-5042.621494659883,99.0
403,173,0,230,-5015.984139498219,100.0
340,129,1,210,-5002.960853713082,100.0
302,92,0,210,-5023.85314512471,100.0
349,130,0,219,-5025.607286108896,92.0
450,218,1,231,-5079.261055751498,82.0
534,279,0,255,-5019.178064630625,79.0
551,299,1,251,-5053.052780969456,56.0
501,254,2,245,-5011.122070485392,99.0
474,229,0,245,-5046.392577533263,100.0
355,134,0,221,-5050.708763178523,95.0
326,111,0,215,-5044.617782243811,97.0
254,53,0,201,-5059.7876983348315,100.0
242,44,0,198,-5024.82871507674,99.0
221,34,1,186,-5010.018476664025,100.0
234,39,2,193,-5076.963008391672,100.0
252,51,2,199,-5324.780531048067,95.0
259,58,0,201,-5007.42121742673,100.0
257,56,0,201,-5054.182861549628,100.0
273,64,1,208,-5029.997231556589,100.0
254,54,0,200,-5002.648808107014,99.0
242,44,0,198,-5023.530085291775,100.0
243,45,0,198,-5026.1757565344315,100.0
260,58,0,202,-5081.4222774623495,100.0
257,51,1,205,-5015.718249469348,100.0
266,63,0,203,-5050.445255596297,100.0
289,84,2,203,-5044.532549296549,100.0
296,88,0,208,-5006.475056656519,100.0
292,79,1,212,-5045.3902322586255,100.0
308,92,1,215,-5069.567966576714,100.0
315,98,1,216,-5028.163244712948,95.0
293,94,3,196,-5038.6664842652,100.0
399,156,3,240,-5030.909878116674,100.0
349,137,6,206,-5007.118955480388,74.0
424,185,6,233,-5057.576380215941,83.0
282,90,2,190,-5023.977267940123,53.0
290,96,7,187,-5029.436025328499,100.0
296,103,8,185,-5489.238494363752,61.0
393,156,2,235,-5018.555565041271,99.0
390,173,3,214,-5035.437664019353,40.0
415,188,4,223,-5007.109412705414,73.0
601,298,12,291,-5022.157716410936,94.0
378,162,3,213,-5048.090650132229,82.0
323,141,2,180,-3166.3263435632894,-1.0
553,280,7,266,-5485.080765663669,82.0
372,172,2,198,-2752.350953177955,0.0
348,165,3,180,-2181.0611243017893,0.0
497,261,4,232,-4171.158681173715,0.0
407,185,3,219,-5056.947014353033,39.0
373,144,1,228,-5062.650382830187,100.0
387,163,2,222,-5050.371926946892,81.0
379,176,4,199,-4532.531766961726,-2.0
519,254,5,260,-5071.3082065764065,74.0
333,131,2,200,-5019.215785790101,100.0
438,204,2,232,-5028.311324309619,86.0
424,210,1,213,-2458.114844616875,0.0
331,150,2,179,-1630.4988020090627,0.0
373,182,0,191,-1599.598367163894,-2.0
474,238,1,235,-5055.0168072557135,55.0
452,239,2,211,-1222.1402727777765,0.0
423,227,3,193,-1968.0082447457457,0.0
547,287,3,257,-5012.3799130538155,57.0
464,251,2,211,-3382.1472588693596,-1.0
518,249,10,259,-5193.8333339657875,74.0
447,195,5,247,-5011.113333822523,100.0
466,217,4,245,-5015.9059545354685,84.0
340,157,0,183,-1463.1662209896172,-1.0
463,235,4,224,-2776.020079553296,-3.0
456,225,2,229,-5445.464282683697,54.0
435,184,9,242,-5572.423053596079,89.0
339,142,3,194,-5090.483971908697,81.0
466,240,10,216,-5577.320483061715,17.0
488,280,3,205,-1800.3450874499138,0.0
62,45,0,17,9599.348855766393,0.0
717,451,6,260,-2642.553158579242,-1.0
164,109,0,55,7924.800986209506,-2.0
675,407,3,265,-4187.096994132245,-1.0
225,147,0,78,6880.999749502572,-1.0
37,30,1,6,10578.153786726292,0.0
41,32,0,9,9960.923918472514,-1.0
22,20,0,2,10262.219202622007,0.0
30,25,0,5,10130.113555613805,0.0
22,20,0,2,10262.149123583396,0.0
27,22,1,4,9365.048537309853,-1.0
30,25,0,5,10129.923352518892,0.0
44,34,0,10,9923.794270039294,-2.0
60,44,0,16,9658.424041349714,-2.0
22,20,0,2,10262.369388755773,0.0
38,30,0,8,9997.972203001882,0.0
36,29,0,7,10055.874736095957,-2.0
60,44,0,16,9658.222708160492,-2.0
22,20,0,2,10262.37941877408,0.0
17,17,0,0,10357.319770063596,-1.0
25,22,0,3,10225.350357242263,-1.0
25,22,0,3,10225.390405269172,-1.0
25,22,0,3,10225.320278165727,-1.0
25,22,0,3,10225.120011971418,-1.0
25,22,0,3,10225.079933898976,-1.0
28,24,0,4,10188.019642362959,-2.0
25,22,0,3,10225.109977932098,-1.0
25,22,0,3,10225.230165078874,-1.0
25,22,0,3,10225.44045529218,-1.0
25,22,0,3,10225.30030120955,-1.0
25,22,0,3,10225.220188129717,-1.0
35,29,1,5,10636.672238456564,-2.0
38,30,0,8,9998.052521516895,0.0
33,27,0,6,10092.934509990748,-1.0
25,22,0,3,10225.099993971628,-1.0
36,29,0,7,10055.975018461946,-2.0
68,49,0,19,9524.209565711992,-2.0
36,29,0,7,10055.864814281753,-2.0
44,34,0,10,9923.62401678106,-2.0
20,19,0,1,10320.389267523584,-2.0
30,25,0,5,10130.253735724444,0.0
30,25,0,5,10130.444120120112,0.0
30,25,0,5,10129.843111199834,0.0
22,20,0,2,10262.279283685546,0.0
30,25,0,5,10130.18381192743,0.0
140,94,0,46,8328.83909757577,-2.0
41,32,0,9,9960.763738325766,-1.0
40,30,1,9,9136.642247382628,0.0
70,50,0,20,9467.084722851545,0.0
84,59,0,25,9259.102627364447,-2.0
107,74,1,32,9446.110287931204,-2.0
130,84,3,43,6005.128037922228,-2.0
703,416,3,284,-5461.876287960991,56.0
548,297,8,243,-5112.342371919955,80.0
467,231,5,231,-5440.8402424448195,89.0
467,210,10,247,-5002.034005696504,95.0
402,189,4,209,-5020.89131849606,41.0
383,161,4,218,-5019.939541159553,97.0
466,206,10,250,-5393.139342763281,85.0
495,218,13,264,-5062.504457629751,100.0
348,136,1,211,-5024.954423434484,99.0
310,121,5,184,-5074.08949381833,96.0
411,189,5,217,-5216.017065873956,80.0
343,153,4,186,-5008.274336012775,84.0
414,192,5,217,-5061.617094709628,87.0
453,224,5,224,-5039.604763947377,87.0
696,377,9,310,-5008.85702472707,60.0
555,286,2,267,-5022.828675402723,100.0
690,370,13,307,-5403.587098361247,92.0
566,292,11,263,-5600.635317137068,85.0
569,328,5,236,-5017.7672884256735,25.0
573,314,8,251,-5218.305710981009,62.0
694,404,5,285,-5005.747981906392,95.0
456,228,2,226,-5039.888990839783,100.0
414,189,2,223,-5627.039830541643,79.0
446,194,5,247,-5013.708899059483,100.0
375,148,3,224,-5031.829900183009,100.0
406,178,2,226,-5001.317941843685,86.0
382,153,3,226,-5045.282420005265,100.0
415,165,6,244,-5024.638031819747,97.0
344,134,3,207,-5079.511880171771,100.0
342,132,5,205,-5274.995764785497,89.0
582,314,7,261,-5310.416463055578,95.0
602,344,7,251,-5027.495923567899,61.0
492,302,1,189,365.08211346546665,-2.0
543,289,4,250,-5028.082798185285,99.0
558,310,2,246,-5052.00098828255,67.0
702,419,3,280,-5140.598020582625,70.0
591,328,5,258,-5604.22274946241,77.0
524,266,3,255,-5007.804973942861,100.0
458,244,4,210,-5006.928333903265,76.0
477,227,1,249,-5034.424054163677,98.0
559,293,6,260,-5001.828817389405,95.0
435,205,1,229,-5073.938098992943,90.0
405,175,2,228,-5080.027263802322,100.0
471,214,5,252,-5032.924493351483,100.0
392,187,5,200,-5039.651356608059,83.0
457,231,4,222,-5033.333079984645,95.0
468,233,3,232,-5034.5150481727,100.0
373,156,1,216,-5013.973562336361,100.0
446,203,3,240,-5123.370474898884,90.0
467,218,1,248,-5076.858369927836,100.0
435,189,2,244,-5012.143906836801,100.0
485,235,3,247,-5027.453677770622,99.0
439,203,2,234,-5040.292350584912,77.0
306,154,1,151,350.521232582384,-2.0
376,172,3,201,-5022.625969220304,100.0
458,219,2,237,-5030.035430005777,88.0
366,202,1,163,363.50992178090627,-1.0
490,252,5,233,-5066.3747792242175,97.0
389,214,0,175,436.0173402012877,-1.0
601,326,1,274,-5079.5571722768045,100.0
328,179,0,149,1816.719058265133,0.0
354,207,3,144,2861.5248157951683,-2.0
356,187,0,169,358.345394156822,-2.0
541,284,0,257,-5038.870367050539,91.0
307,158,1,148,1869.109297338757,0.0
446,266,1,179,385.8569886890573,-2.0
427,200,3,224,-5026.356005202842,100.0
441,210,1,230,-5032.553437802561,100.0
389,151,2,236,-5060.306790269452,100.0
290,73,2,215,-5033.468668934704,100.0
266,61,3,202,-5006.573012053132,100.0
254,51,3,200,-5006.040218637694,100.0
273,64,1,208,-5015.156910901863,100.0
292,74,2,216,-5059.097636216578,98.0
283,77,0,206,-5065.277175471055,100.0
310,86,5,219,-5040.870428083921,88.0
297,97,3,197,-5068.862994714416,100.0
330,119,4,207,-5048.267512706785,100.0
391,159,6,226,-5017.161503638168,22.0
413,163,6,244,-5076.771765916993,100.0
318,108,9,201,-5066.465150837153,100.0
316,107,1,208,-5364.792944259875,95.0
409,176,3,230,-5011.398476087218,62.0
513,245,6,262,-5061.759705199272,52.0
334,146,5,183,-3272.331505681527,0.0
403,189,8,206,-4266.306965607056,-1.0
408,195,6,207,-5074.636677830445,57.0
370,187,4,179,-1236.8082882768774,0.0
389,204,4,181,217.01219307530073,-1.0
459,242,5,212,-4924.714988961434,0.0
403,215,4,184,210.16728631167246,-1.0
327,165,4,158,1265.4499144814874,-1.0
384,212,0,172,649.8944487331529,0.0
338,178,1,159,194.4765261379022,0.0
448,253,2,193,650.44098074923,-1.0
374,202,2,170,211.78123475771577,0.0
561,311,8,242,-4593.507623740169,-2.0
415,225,2,188,458.40749130989303,0.0
412,226,1,185,306.8023915949319,0.0
441,231,5,205,-2035.0176557922546,-2.0
540,274,9,257,-5011.977222440923,89.0
389,207,12,170,-5260.728949928976,64.0
405,245,3,157,148.93224000546957,-1.0
470,266,5,199,484.83680614344024,0.0
511,314,4,193,1592.8533518251827,-1.0
483,268,7,208,-527.4705507892264,0.0
480,256,10,214,-5033.828439768132,19.0
314,156,7,151,514.0367212464043,0.0
425,218,9,198,-5052.9870738515765,67.0
432,209,7,216,-5058.778320654237,91.0
569,285,13,271,-5541.2833951637795,95.0
403,180,1,222,-5002.445011798034,100.0
352,132,0,220,-5014.393696642522,100.0
376,158,1,217,-5046.751412044744,100.0
344,125,0,219,-5050.493336186535,100.0
332,116,0,216,-5052.039671835582,100.0
314,98,3,213,-5069.624949935208,100.0
396,167,0,229,-5062.9479836698065,100.0
449,219,1,229,-5004.422764956593,39.0
462,228,1,233,-5074.419168246259,81.0
398,169,0,229,-5081.356000149398,100.0
375,174,0,201,-2658.9170843759002,-2.0
307,110,2,195,-5042.535202883279,100.0
327,119,1,207,-5048.916814368154,100.0
409,179,0,230,-5009.4031155204575,78.0
383,157,0,226,-5025.804608563181,99.0
293,139,2,152,367.05905846075365,0.0
529,277,1,251,-4311.509347127767,-1.0
496,244,1,251,-5007.204206375799,61.0
479,235,0,244,-5052.543449652025,58.0
443,205,0,238,-5033.740483778229,100.0
387,156,1,230,-5004.040000579816,71.0
501,252,0,249,-5040.787502003825,88.0
