days_alive,work_days,spec_days,rest_days,final_cash,final_happiness
295,98,97,100,-5667.3359343324355,84.0
146,48,46,52,-5035.167265178153,99.0
197,69,55,73,-5068.166291969262,100.0
215,68,67,80,-5248.455490832409,90.0
215,78,60,77,-5361.889040913519,84.0
153,58,50,45,-5039.086200658174,100.0
196,78,62,56,-5239.509907850647,81.0
160,50,57,53,-5327.924325521923,87.0
174,61,45,68,-5356.248776227452,72.0
334,117,113,104,-5029.479530373943,83.0
158,54,41,63,-5567.362914110842,72.0
185,63,66,56,-5081.071714816084,95.0
152,47,40,65,-5046.589993654556,93.0
245,81,79,85,-5231.195645074987,92.0
135,43,43,49,-5046.3335469311105,99.0
210,80,69,61,-5134.931786111145,79.0
157,60,49,48,-5651.769770667903,86.0
198,78,52,68,-5628.172829593608,50.0
218,81,58,79,-5140.258460277146,87.0
218,86,64,68,-5157.412529738189,81.0
247,100,73,74,-5256.72860135214,86.0
175,71,46,58,-5101.487215818467,95.0
300,110,82,108,-5127.859389988424,89.0
350,105,105,140,-5274.740989782188,92.0
224,90,74,60,-5047.432694987665,94.0
231,90,69,72,-5689.3857611504145,40.0
131,43,40,48,-5024.209272600622,100.0
181,67,55,59,-5103.44292378085,88.0
201,74,59,68,-5168.800024851065,87.0
130,45,44,41,-5067.147856523939,73.0
284,91,85,108,-5521.823893181273,88.0
272,108,80,84,-5313.913673943273,90.0
146,59,39,48,-5071.071817503992,93.0
255,96,70,89,-5384.698054873892,87.0
195,71,54,70,-5141.750654943762,89.0
157,61,59,37,-5338.687468008826,85.0
227,88,56,83,-5097.486719798223,95.0
223,83,73,67,-5005.501378331,87.0
266,80,73,113,-5070.219353141017,84.0
145,51,50,44,-5053.431354759168,76.0
223,70,68,85,-5164.105349116719,90.0
286,103,79,104,-5313.512937820853,87.0
129,50,28,51,-5319.267924547079,89.0
214,76,72,66,-5532.892421376935,85.0
383,136,116,131,-5376.974536565404,73.0
173,59,60,54,-5177.68625481132,87.0
249,84,74,91,-5319.1024984627875,78.0
192,60,52,80,-5733.320618136743,81.0
230,84,63,83,-5696.826512170267,84.0
252,97,77,78,-5208.110852341076,92.0
138,43,48,47,-5144.981668083261,95.0
256,99,70,87,-5259.6632487888555,87.0
177,60,58,59,-5165.512942399139,95.0
124,39,37,48,-5108.040105896067,92.0
176,71,51,54,-5058.608867915429,81.0
179,57,58,64,-5587.683261926871,78.0
352,124,102,126,-5251.73998542116,91.0
117,36,39,42,-5061.766649683803,81.0
212,72,70,70,-5508.741526693238,66.0
197,71,64,62,-5070.134644291788,84.0
140,48,50,42,-5065.022342301141,95.0
222,68,71,83,-5042.783069436208,87.0
202,79,60,63,-5516.0013552552455,71.0
243,82,64,97,-5283.261839561028,95.0
233,84,62,87,-5271.235610442196,92.0
205,67,70,68,-5473.375156750389,67.0
235,93,77,65,-5353.458806949759,95.0
214,66,70,78,-5148.558735000384,95.0
293,105,77,111,-5184.730070646253,85.0
141,53,32,56,-5170.786351531018,91.0
256,104,62,90,-5006.458083880969,82.0
166,49,54,63,-5024.743152686645,100.0
302,104,86,112,-5078.021427157953,100.0
284,114,74,96,-5044.46938913617,99.0
402,158,97,147,-5729.209611338137,82.0
287,105,73,109,-5436.8162353699645,72.0
231,79,70,82,-5173.243548281669,77.0
200,67,48,85,-5315.774532138984,90.0
217,66,66,85,-5005.365965221932,100.0
135,47,42,46,-5090.792711440789,86.0
211,83,58,70,-5549.500535104854,91.0
255,97,72,86,-5412.730297135463,59.0
271,90,84,97,-5064.810094207254,95.0
465,171,122,172,-5365.493292848164,89.0
348,138,94,116,-5057.834042143736,90.0
209,80,56,73,-5686.925924281905,87.0
121,45,33,43,-5051.64895577032,52.0
302,113,86,103,-5400.258306254147,82.0
260,91,81,88,-5516.610115225945,86.0
156,47,52,57,-5403.385475523255,95.0
112,45,34,33,-5055.8150095591345,73.0
154,53,51,50,-5070.503869864974,69.0
211,79,56,76,-5754.148887388545,86.0
258,99,63,96,-5219.213148016786,91.0
177,64,49,64,-5776.544673496222,90.0
207,67,65,75,-5759.097451937484,87.0
214,78,60,76,-5354.140020247932,86.0
145,56,38,51,-5781.846206481648,83.0
187,75,57,55,-5000.669482978167,95.0
226,82,68,76,-5442.867490390494,82.0
255,92,69,94,-5150.619747462972,95.0
306,113,87,106,-5115.6634650922,95.0
237,82,75,80,-5308.004218600716,71.0
190,76,47,67,-5362.170460700945,70.0
144,56,46,42,-5297.865344762029,82.0
223,67,73,83,-5528.598227209109,92.0
175,65,40,70,-5079.091302838122,85.0
139,60,45,34,-5058.979807296263,73.0
146,41,47,58,-5306.099927595369,90.0
179,57,49,73,-5341.839350778785,90.0
181,79,57,45,-5301.2806690401885,79.0
285,105,75,105,-5565.150480584421,92.0
201,71,54,76,-5572.6148311643055,89.0
216,83,54,79,-5589.941807846994,95.0
268,95,80,93,-5082.264751924056,97.0
211,83,53,75,-5615.746012648545,82.0
252,93,66,93,-5061.48283466549,97.0
139,49,44,46,-5466.240186550693,87.0
278,90,82,106,-5508.311495845671,89.0
151,49,50,52,-5766.471549446112,81.0
88,32,28,28,-5042.541774199304,59.0
320,120,86,114,-5061.573646880655,96.0
109,32,38,39,-5309.7774595984365,72.0
337,124,82,131,-5527.664191786203,94.0
257,96,71,90,-5033.877925840225,94.0
154,52,45,57,-5772.212052852269,90.0
144,44,44,56,-5170.630283168167,90.0
173,66,55,52,-5695.039594323933,78.0
203,75,58,70,-5754.258671715758,90.0
275,104,86,85,-5305.912892177268,64.0
364,153,83,128,-5448.8722092150565,95.0
244,95,73,76,-5594.437470372868,90.0
137,49,42,46,-5028.309329625514,90.0
194,69,52,73,-5057.122747515182,95.0
450,179,105,166,-5067.53325991767,92.0
223,66,71,86,-5272.476849363729,87.0
159,47,52,60,-5619.416732524894,78.0
165,63,46,56,-5060.132743602257,67.0
209,83,51,75,-5316.990404112189,77.0
209,83,51,75,-5241.816442465609,83.0
307,118,86,103,-5447.759380527039,73.0
297,115,65,117,-5779.366906827613,93.0
213,71,66,76,-5259.111878794779,90.0
259,92,64,103,-5597.256378720574,95.0
195,83,51,61,-5411.485624154999,73.0
334,123,104,107,-5230.187348545354,92.0
298,109,77,112,-5256.601364458896,95.0
185,70,47,68,-5533.772710441555,92.0
191,71,48,72,-5458.457709977061,84.0
119,38,34,47,-5153.8290027506055,92.0
167,67,43,57,-5116.132319283398,71.0
316,112,75,129,-5025.698555573499,92.0
236,89,62,85,-5056.839947084705,90.0
327,149,68,110,-5674.143833023347,87.0
276,116,70,90,-5038.086393929826,95.0
241,96,58,87,-5446.877136753993,80.0
169,65,41,63,-5365.018360413002,78.0
281,93,83,105,-5053.999595686276,92.0
169,67,40,62,-5618.792040810292,64.0
177,71,48,58,-5407.299265717088,77.0
219,78,58,83,-5474.8718145329185,84.0
199,55,60,84,-5199.449902586874,95.0
257,99,56,102,-5013.526253226665,95.0
158,50,49,59,-5546.953105318938,95.0
344,132,87,125,-5105.349559148614,90.0
220,79,61,80,-5178.149242893095,85.0
309,100,86,123,-5085.041040544556,90.0
295,112,70,113,-5698.97124373076,95.0
309,114,89,106,-5520.234512126312,84.0
330,130,71,129,-5113.64655920044,89.0
203,79,53,71,-5484.538847118653,89.0
502,198,133,171,-5266.408820158692,87.0
199,79,48,72,-5294.547899515496,73.0
239,83,61,95,-5043.534111799963,83.0
253,102,69,82,-5095.177277397977,84.0
242,88,55,99,-5407.85097095158,89.0
253,96,60,97,-5461.837525876659,85.0
239,91,54,94,-5373.059642485717,87.0
232,92,65,75,-5281.703992431946,79.0
154,54,46,54,-5103.601108847454,81.0
236,89,51,96,-5652.675854915698,95.0
218,101,51,66,-5404.002952514495,62.0
193,75,40,78,-5545.079191861774,81.0
179,72,48,59,-5524.277728707784,85.0
334,110,80,144,-5182.719169730829,95.0
225,84,43,98,-5680.37324399087,81.0
453,184,106,163,-5147.415370236026,92.0
231,80,53,98,-5132.6929813445995,78.0
428,172,104,152,-5616.433266318078,90.0
176,69,46,61,-5390.01486834359,92.0
234,97,60,77,-5027.294926637923,92.0
214,88,51,75,-5253.178070417613,92.0
151,54,36,61,-5079.561294959949,100.0
178,73,41,64,-5270.22749443683,86.0
265,108,47,110,-5731.695194422167,89.0
345,135,75,135,-5036.430762602198,95.0
293,119,67,107,-5240.910141579413,95.0
191,82,41,68,-5414.8183217831465,89.0
238,79,49,110,-5445.608308204643,95.0
311,132,65,114,-5097.0030766639875,80.0
288,125,46,117,-5037.573517660764,99.0
210,78,48,84,-5011.576220055175,100.0
189,73,40,76,-5432.435162927196,90.0
318,121,75,122,-5407.564152619929,92.0
323,126,68,129,-5171.1069259066735,94.0
315,123,70,122,-5063.574845341958,88.0
166,58,33,75,-5011.790908482287,99.0
217,77,61,79,-5183.0554040805355,84.0
192,73,48,71,-5297.138457103153,93.0
323,132,69,122,-5223.718524395308,65.0
198,79,42,77,-5681.57367143994,92.0
262,107,60,95,-5005.410291739804,92.0
167,66,36,65,-5157.117692370767,84.0
228,94,39,95,-5741.334142881034,86.0
441,184,89,168,-5468.206075796522,91.0
231,91,50,90,-5598.483778161858,90.0
268,111,54,103,-5710.94219781404,95.0
204,75,37,92,-5574.455472543407,88.0
207,92,42,73,-5155.473952399078,80.0
202,83,45,74,-5338.59932857822,89.0
206,80,46,80,-5531.801531515765,92.0
266,110,62,94,-5279.848506102965,68.0
186,89,37,60,-5052.743640821196,100.0
330,149,79,102,-5260.941256259698,36.0
237,92,54,91,-5184.600580820505,86.0
323,142,69,112,-5424.984634001973,67.0
304,137,60,107,-5406.164772550468,95.0
154,62,29,63,-5611.641115930728,62.0
49,30,7,12,5421.207631525935,0.0
163,69,37,57,-5254.939383656917,95.0
442,193,90,159,-5194.708633188873,77.0
205,86,40,79,-5384.966224134967,71.0
225,92,50,83,-5113.165849606832,78.0
223,97,41,85,-5329.222295869399,92.0
256,105,47,104,-5250.364750974055,70.0
149,62,36,51,-5303.511684368588,86.0
168,72,37,59,-5322.547507168212,79.0
175,74,35,66,-5460.448708708034,73.0
320,140,64,116,-5529.471292909872,68.0
270,111,58,101,-5029.867620429649,94.0
202,93,46,63,-5080.556583340308,100.0
247,92,44,111,-5016.393293091288,86.0
404,171,65,168,-5138.010461689068,92.0
177,66,40,71,-5208.382987848156,95.0
178,84,29,65,-5292.996218864179,49.0
138,52,34,52,-5192.837779362597,74.0
222,97,46,79,-5168.852101429335,95.0
185,63,36,86,-5655.982627621038,95.0
303,138,46,119,-5049.220346354533,100.0
387,167,70,150,-5345.279645515507,91.0
291,131,57,103,-5220.6371537789855,92.0
240,109,41,90,-5362.527202814323,72.0
227,98,46,83,-5432.385711526972,92.0
421,179,49,193,-5216.730618693887,95.0
160,76,28,56,-5203.129977275033,82.0
412,183,66,163,-5444.599854748023,94.0
243,95,42,106,-5395.7183456335115,85.0
193,78,40,75,-5210.504653905745,79.0
237,96,24,117,-5354.731543335591,90.0
302,129,50,123,-5032.0865572224475,100.0
302,138,48,116,-5178.110609176852,92.0
241,92,49,100,-5563.697259281062,95.0
187,85,38,64,-5039.898789508173,83.0
273,112,46,115,-5207.736064034502,84.0
253,112,36,105,-5003.754135545603,90.0
292,124,35,133,-5004.41058185292,84.0
229,104,43,82,-5197.365423487017,80.0
263,105,51,107,-5043.907290791338,96.0
219,75,49,95,-5476.461309977819,95.0
263,112,47,104,-5051.97965331797,95.0
331,146,51,134,-5112.924725571308,75.0
205,79,34,92,-5410.637554197867,77.0
251,83,49,119,-5029.125537880002,84.0
270,125,33,112,-5441.70378186337,84.0
395,166,69,160,-5046.585857143958,99.0
231,92,38,101,-5618.709236442219,90.0
256,102,41,113,-5042.394657506404,96.0
222,96,36,90,-5400.825517146603,86.0
250,101,47,102,-5121.398682129222,80.0
272,111,48,113,-5345.23424157314,79.0
286,124,39,123,-5005.224158473534,100.0
345,158,60,127,-5345.7871256687795,91.0
259,108,47,104,-5248.126761269517,94.0
476,190,75,211,-5007.840248007386,97.0
377,176,55,146,-5013.410499430937,74.0
343,139,61,143,-5521.761205227305,73.0
338,148,44,146,-5424.289521978637,88.0
456,207,80,169,-5244.3738320155835,86.0
238,108,37,93,-5005.0542679499085,100.0
201,68,46,87,-5013.544903776428,91.0
367,165,67,135,-5251.148554337056,53.0
313,128,51,134,-5558.807955685383,92.0
172,78,30,64,-5022.705205060204,87.0
325,138,54,133,-5131.722934961932,83.0
282,113,48,121,-5033.40182328193,96.0
267,126,39,102,-5654.84480206994,76.0
257,94,50,113,-5036.724723805754,99.0
314,114,50,150,-5116.5875040157625,82.0
266,101,39,126,-5642.446528038177,89.0
400,161,59,180,-5368.892484589429,85.0
260,102,44,114,-5060.363035598199,95.0
289,134,42,113,-5152.203688846483,95.0
281,108,53,120,-5173.754804165216,79.0
330,149,53,128,-5006.707136751618,96.0
351,158,49,144,-5356.286677987461,83.0
435,189,81,165,-5017.127658303054,84.0
248,113,24,111,-5761.322027659109,95.0
294,143,41,110,-5080.422833012097,67.0
235,106,27,102,-5097.527165757431,92.0
327,156,49,122,-5043.4207490242015,81.0
200,91,22,87,-5051.095434091498,100.0
360,154,59,147,-5044.914375559669,100.0
248,96,40,112,-5390.30519877137,81.0
44,27,7,10,5510.622462818089,-1.0
234,102,35,97,-5001.0750213991205,77.0
238,100,40,98,-5382.26231410409,95.0
259,118,38,103,-5065.038031618349,82.0
330,146,43,141,-5481.879452170026,82.0
396,152,67,177,-5626.113186228697,85.0
298,138,38,122,-5029.8015639154755,93.0
283,129,35,119,-5045.341714005711,100.0
179,95,27,57,-5326.962966981895,10.0
410,210,57,143,-5674.418184047063,76.0
310,144,43,123,-5251.492564319169,89.0
211,102,28,81,-5498.819802922858,75.0
482,222,77,183,-5037.073768479849,100.0
202,88,25,89,-5286.716454188199,94.0
290,126,39,125,-5042.581961620172,97.0
262,127,37,98,-5000.330900608662,96.0
182,72,35,75,-5082.045999706445,100.0
255,115,38,102,-5041.294442395196,63.0
363,177,35,151,-5466.432085929849,95.0
399,179,64,156,-5616.293971251596,79.0
237,115,40,82,-5163.902484296816,53.0
575,255,73,247,-5230.267054490814,95.0
369,157,57,155,-5296.397056226255,95.0
298,119,41,138,-5369.073682364236,87.0
515,216,73,226,-5637.892391124292,95.0
209,97,31,81,-5542.635482789073,94.0
265,110,36,119,-5078.424541258177,98.0
214,83,38,93,-5049.148198644855,97.0
190,78,23,89,-5100.43523690642,92.0
313,128,44,141,-5385.172399179649,58.0
283,127,33,123,-5052.090977872713,96.0
340,150,37,153,-5298.387107743729,74.0
355,151,47,157,-5072.490171775332,96.0
356,164,42,150,-5030.712050785462,100.0
316,135,39,142,-5211.897996058825,95.0
396,177,53,166,-5136.807312498721,84.0
258,99,29,130,-5444.962681120699,87.0
304,129,43,132,-5044.535119997303,92.0
404,172,48,184,-5043.230819893615,77.0
288,117,36,135,-5017.097923688167,99.0
411,175,48,188,-5442.510007295418,95.0
361,166,33,162,-5038.150331818444,93.0
398,185,47,166,-5026.383482406966,100.0
263,104,32,127,-5065.714005341799,100.0
285,126,26,133,-5379.54032152587,95.0
484,213,61,210,-5738.95031073473,89.0
236,105,25,106,-5079.387199252262,100.0
318,121,47,150,-5001.466984244992,100.0
257,101,31,125,-5487.2912711110375,82.0
244,103,22,119,-5078.109403896985,91.0
452,184,50,218,-5559.359424809153,91.0
272,114,41,117,-5057.982431041164,100.0
395,170,45,180,-5015.808542173377,100.0
356,168,26,162,-5683.25598467459,92.0
395,181,40,174,-5065.580346352347,100.0
585,252,56,277,-5007.917837487223,84.0
231,101,30,100,-5025.184063998874,100.0
289,120,33,136,-5007.245132997666,79.0
306,140,39,127,-5046.12140694591,99.0
280,106,39,135,-5076.901475050056,99.0
367,170,38,159,-5000.01490617683,100.0
237,113,23,101,-5404.883385634519,76.0
260,101,25,134,-5034.514542227585,100.0
429,193,36,200,-5024.713755788531,100.0
222,98,29,95,-5065.7834439736625,100.0
484,226,55,203,-5004.083934621583,95.0
298,139,34,125,-5732.949677782634,89.0
419,207,43,169,-5384.956724719465,81.0
294,139,25,130,-5124.932716372305,87.0
211,91,21,99,-5265.1927983737905,82.0
384,195,28,161,-5079.301335866016,70.0
59,42,1,16,8837.688666494605,-1.0
242,128,24,90,-5047.4239082302975,99.0
363,174,22,167,-5132.417550242144,91.0
341,186,28,127,-5068.437642970549,79.0
439,218,40,181,-5064.20841835818,99.0
475,222,37,216,-5439.908912046403,92.0
360,190,29,141,-5697.726309538215,67.0
321,134,30,157,-5244.988695776542,89.0
442,229,30,183,-5383.173783116883,87.0
359,173,32,154,-5742.512104673886,66.0
406,220,27,159,-5073.2569213072975,77.0
560,273,45,242,-5402.682190453608,92.0
290,119,31,140,-5021.33101692496,100.0
233,115,15,103,-5292.208938255498,89.0
474,233,39,202,-5533.938536016556,78.0
417,186,21,210,-5075.064977718971,100.0
344,153,21,170,-5029.044720067586,100.0
262,94,10,158,-5039.31369755151,99.0
288,129,16,143,-5355.689230186486,95.0
321,139,20,162,-5035.615523286394,100.0
404,170,27,207,-5047.1330957340515,91.0
271,105,25,141,-5481.987211556089,95.0
379,167,30,182,-5478.378086720989,92.0
380,149,22,209,-5310.352543988035,84.0
316,111,20,185,-5021.979934898202,100.0
239,88,17,134,-5018.67056655298,95.0
335,123,15,197,-5355.7251615959285,95.0
355,129,13,213,-5032.055682322026,100.0
279,94,8,177,-5000.00982605367,100.0
341,120,12,209,-5234.092019489109,95.0
304,108,9,187,-5037.441858550691,100.0
386,143,15,228,-5038.954465484638,100.0
292,113,12,167,-5681.251012758892,89.0
314,113,14,187,-5224.244221129396,92.0
329,123,16,190,-5596.4865808759105,82.0
359,137,11,211,-5578.905114734917,84.0
289,100,8,181,-5072.021603919055,100.0
337,130,19,188,-5290.470290870449,95.0
291,92,10,189,-5075.600112341994,92.0
310,112,7,191,-5037.5298300775885,100.0
311,110,5,196,-5017.881611135346,100.0
289,95,14,180,-5016.05764983305,100.0
493,215,20,258,-5066.134640826477,100.0
330,133,15,182,-5182.4392242142685,88.0
389,151,14,224,-5002.7747583318205,100.0
342,146,10,186,-5056.177590940196,100.0
369,140,10,219,-5310.421045150737,86.0
464,202,16,246,-5022.177774875174,99.0
330,125,5,200,-5002.426599503623,98.0
379,138,15,226,-5036.263111030725,100.0
308,107,5,196,-5057.236382685515,100.0
517,187,20,310,-5013.788551776625,100.0
302,108,4,190,-5002.611117187728,100.0
297,102,15,180,-5627.332696365002,90.0
252,84,8,160,-5000.248539763831,100.0
371,129,10,232,-5411.701079922839,95.0
309,121,5,183,-5003.68569788289,98.0
292,116,8,168,-5003.2091932957,100.0
323,124,9,190,-5036.837539267895,99.0
360,148,10,202,-5017.182037915523,99.0
295,106,15,174,-5093.633248719468,92.0
246,87,16,143,-5067.769070935723,95.0
360,161,17,182,-5048.270162650655,89.0
335,148,11,176,-5039.436782120874,80.0
388,164,9,215,-5000.039648612961,99.0
354,147,7,200,-5045.45239472394,100.0
298,149,12,137,-5071.9521002743395,99.0
400,198,11,191,-5054.898501078692,61.0
456,227,10,219,-5002.764716354324,100.0
442,217,12,213,-5014.001469434776,100.0
630,328,15,287,-5026.508837183174,46.0
530,308,10,212,-5072.790639749832,23.0
435,222,12,201,-5037.152693223539,90.0
448,235,9,204,-5085.413511020247,92.0
419,240,4,175,-2269.9466368189264,0.0
389,176,6,207,-5352.007225269773,80.0
376,164,7,205,-5021.830949445834,86.0
460,203,8,249,-5008.424909373095,100.0
315,116,2,197,-5030.584485500074,94.0
392,180,6,206,-5192.363947701123,89.0
369,159,7,203,-5063.072628982593,100.0
447,187,9,251,-5073.607716323782,100.0
481,233,3,245,-5039.971716951613,100.0
363,149,8,206,-5046.859279825872,100.0
454,226,5,223,-5028.922587255414,32.0
432,226,5,201,-3157.6964298129374,-1.0
513,260,5,248,-5043.796089667647,68.0
454,247,9,198,-3206.268157521599,-1.0
475,248,6,221,-5150.359478323593,91.0
359,183,6,170,-2201.4382421311925,-2.0
548,295,9,244,-4793.693564125277,-2.0
593,325,12,256,-5022.825016550955,25.0
514,263,14,237,-5081.355345338867,97.0
482,236,12,234,-5045.7841110982135,100.0
405,190,8,207,-5522.746365224448,94.0
447,202,8,237,-5278.921903611615,80.0
392,167,2,223,-5035.801914015488,90.0
362,148,8,206,-5034.112590629078,87.0
369,147,7,215,-5010.135582167493,100.0
398,163,6,229,-5024.107602827804,100.0
308,125,4,179,-5004.404892300485,99.0
442,186,11,245,-5053.32654898192,100.0
352,152,8,192,-5042.354678410267,100.0
350,160,6,184,-5051.135192366661,100.0
512,267,11,234,-5001.7436188820675,91.0
434,213,11,210,-5169.028093150207,59.0
516,267,4,245,-5034.557236191738,99.0
459,223,6,230,-5032.084783071468,100.0
329,137,5,187,-5039.8336771542645,100.0
335,142,12,181,-5037.564699646887,100.0
386,160,7,219,-5070.893744800102,100.0
312,99,5,208,-5002.119904048688,100.0
380,131,6,243,-5627.958639354008,85.0
273,81,4,188,-5341.863857591991,91.0
319,113,8,198,-5043.980927570118,98.0
313,110,7,196,-5355.969809073733,92.0
309,102,4,203,-5035.442979813068,100.0
261,86,6,169,-5325.093854153009,89.0
307,98,2,207,-5002.221595155743,100.0
304,102,3,199,-5037.189377861817,100.0
295,100,2,193,-5050.65026576444,100.0
328,110,3,215,-5039.787850508983,100.0
432,172,5,255,-5000.510318713067,97.0
380,171,3,206,-5527.582975271776,54.0
349,154,9,186,-5279.587603135144,62.0
331,136,3,192,-5051.192948268304,100.0
312,123,5,184,-5002.77503843144,88.0
309,114,4,191,-5010.434474037795,100.0
393,152,5,236,-5038.35700888379,95.0
357,142,6,209,-5024.172160378362,100.0
331,137,3,191,-5011.407142709495,92.0
357,149,7,201,-5044.650336064912,77.0
345,161,5,179,-5012.45101280579,50.0
405,204,3,198,-4107.663031427108,0.0
364,160,6,198,-5019.737344132138,77.0
525,262,6,257,-5438.013366828805,17.0
487,257,4,226,-5018.442167665997,51.0
431,199,4,228,-5073.662967811309,94.0
515,270,6,239,-5013.276287794608,68.0
410,177,5,228,-5040.106419934341,100.0
465,233,5,227,-5248.458428219093,34.0
570,304,8,258,-5039.066225609786,37.0
470,240,4,226,-4169.129528109131,0.0
453,226,3,224,-3434.1614097519728,0.0
461,221,2,238,-5114.770042642511,70.0
472,228,12,232,-5054.483936684223,51.0
447,222,3,222,-3328.644665042521,0.0
476,239,6,231,-5017.578951501264,83.0
536,271,4,261,-5066.77596009429,100.0
364,148,6,210,-5040.742091545859,100.0
363,151,3,209,-5003.387374844471,54.0
444,203,3,238,-5021.323604921969,100.0
413,196,2,215,-5007.35534792566,52.0
412,216,5,191,-5078.666106422107,40.0
457,235,5,217,-1721.6237542812494,0.0
359,192,7,160,-702.7924640796041,-2.0
278,175,3,100,5776.178165682888,-1.0
579,360,6,213,527.8337935726533,-1.0
464,273,5,186,-2035.3273702060883,0.0
482,275,5,202,-796.3001794112017,0.0
184,122,1,61,8146.297254808416,-1.0
496,280,7,209,-1685.2390006078417,0.0
444,229,5,210,-5011.628549610457,37.0
427,201,3,223,-5028.483780355619,100.0
408,171,6,231,-5025.695643707312,98.0
394,160,6,228,-5038.761367363103,100.0
390,164,4,222,-5281.838324603081,93.0
284,91,2,191,-5062.743704262944,100.0
280,95,3,182,-5030.215126287396,100.0
324,120,5,199,-5069.4046990060615,100.0
304,103,3,198,-5019.321799768062,89.0
332,126,5,201,-5082.113745806702,100.0
417,171,5,241,-5034.768119131696,100.0
403,171,3,229,-5035.195801748717,99.0
430,195,5,230,-5024.4063748801655,56.0
